txn_id,card_no,cardholder_name,id_card,phone,txn_time,txn_amount,currency,merchant_id,merchant_name,mcc,txn_type,channel,country,province,city,device_id,ip,pos_entry_mode,installment,cashback,risk_score,rule_hit,manual_review,manual_result,auth_code,issuer_bank,acquirer_bank,terminal_id,fraud_label,label_source
T000020243417,622202******0342,周*兵,2725**********5239,155****9576,2024-10-18 10:16:35,3670.51,CNY,M947458,支付宝,5691,消费,MOBILE,中国,四川省,成都,9b474293b7786f6a,32fba4816463a0b0,MANUAL,6.0,49.77,13,,否,,971729,工商银行,银联,TERM665128,0,unknown
T000020242084,622202******4961,韩*平,1399**********7186,158****5393,2024-08-31 04:31:42,620.17,CNY,M965845,肯德基,5814,消费,QR,中国,北京市,北京,e0cc547de1893c14,279d601398e30287,MANUAL,,,15,,否,,374433,中国银行,收单行B,TERM780513,0,unknown
T000020242694,622202******8464,郑*林,6237**********1334,178****9501,2024-06-14 08:10:25,323.91,CNY,M587282,屈臣氏,5691,消费,APP,中国,江苏省,深圳,a22e587bcbb1b9cb,dbc1b9c92d2103c8,MAG,,,2,,否,,863585,工商银行,收单行B,TERM148751,0,unknown
T000020243222,622202******1308,施*峰,6312**********6561,175****9216,2024-08-16 18:37:23,300.99,CNY,M841666,拼多多,5411,取现,POS,中国,福建省,上海,eed4253c98a910bd,f119bfe1b827fa01,CHIP,,,28,,否,,434618,中国银行,收单行C,TERM981242,0,unknown
T000020242414,622202******4931,卫*飞,5874**********3030,196****4043,2024-09-28 10:23:48,166.17,CNY,M389688,拼多多,5814,消费,MOBILE,中国,浙江省,南京,fcfc16ca721731c5,ca920f3e84e49fda,CHIP,,,14,,否,,447658,交通银行,收单行C,TERM936422,0,unknown
T000020243588,622202******9816,沈*林,2246**********5788,177****6516,2024-08-26 20:24:04,1476.25,CNY,M284692,携程旅行,5541,消费,APP,中国,北京市,成都,223736f5ccdce0af,a209f65140c1202b,CHIP,,,28,,否,,488297,中国银行,收单行C,TERM223371,0,unknown
T000020241107,622202******2273,沈*平,6410**********2055,136****5263,2024-07-26 11:04:14,619.66,CNY,M284692,沃尔玛,5812,预授权,MOBILE,中国,北京市,成都,49cd58ee9ecca77e,2c2fa16f8e7caf57,ECOM,,,28,R002,否,,355465,交通银行,收单行C,TERM253624,2,rule
T000020241134,622202******9079,严*博,6055**********3058,133****8848,2024-07-15 04:11:32,229.96,CNY,M782054,微信支付,4111,消费,QR,中国,北京市,郑州,ccfa38a9b635fb06,8c5ae9537d158369,CHIP,,,9,,否,,694095,工商银行,收单行A,TERM248305,0,unknown
T000020242626,622202******2431,秦*亮,2808**********2639,199****8471,2024-06-24 14:38:19,386.55,CNY,M886931,中国石油,4111,消费,ECOM,中国,江苏省,南京,c5a78fd243dde112,f17a71f80270af36,ECOM,,,22,,否,,941604,工商银行,收单行B,TERM950127,0,unknown
T000020242432,622202******8563,曹*俊,2314**********7921,199****7438,2024-08-20 16:51:31,199.43,HKD,M383201,华润万家,5311,消费,QR,中国,湖北省,南京,da8e9c311a5ddc3e,d351255c4ae4cdf3,ECOM,,,10,,否,,337605,招商银行,收单行C,TERM310609,0,unknown
T000020242963,622202******9823,朱*阳,4101**********9316,178****8238,2024-09-13 21:24:58,34.16,CNY,M556732,饿了么,5211,消费,APP,中国,浙江省,杭州,ecc6232afae96694,44b849ec46cc8375,MAG,,,27,,否,,273243,农业银行,收单行C,TERM725106,0,unknown
T000020241656,622202******5822,施*阳,2846**********2778,198****0698,2024-06-23 08:57:35,195.38,CNY,M440802,支付宝,4511,消费,QR,中国,山东省,武汉,2c2894895a1b2e42,c8b4c86580675cbf,CONTACTLESS,,7.61,26,,否,,298927,招商银行,收单行C,TERM580267,0,unknown
T000020243275,622202******7239,陶*凯,5026**********8616,198****2130,2024-07-07 14:04:33,46.04,CNY,M353080,滴滴出行,4111,消费,MOBILE,中国,北京市,郑州,ae575501a7ee92fd,717a0320e0f227ac,MANUAL,,,27,,否,,768758,浦发银行,收单行B,TERM289601,0,unknown
T000020240933,622202******7962,陶*超,5083**********6609,154****7242,2024-08-28 23:26:30,132.81,CNY,M835244,饿了么,4111,消费,QR,中国,河南省,成都,39bda7a9da9c46a9,586c3540e1afe8db,MANUAL,,,16,,否,,112793,中国银行,收单行B,TERM481220,0,unknown
T000020242549,622202******5200,姜*超,3094**********6963,133****0748,2024-08-27 04:48:48,70.88,CNY,M393243,滴滴出行,4511,消费,ECOM,中国,山东省,杭州,b5f846b5c8666297,b49ecf6f9a937d60,ECOM,,0.03,0,,否,,934723,中信银行,收单行C,TERM497225,0,unknown
T000020241760,622202******3008,冯*华,4107**********3123,136****9451,2024-06-03 07:49:28,225.86,CNY,M556732,美团外卖,5311,消费,APP,中国,山东省,武汉,1f27aaa7aa962c80,b51a7970f84900ba,CONTACTLESS,,,25,,否,,383132,中信银行,收单行B,TERM254592,0,unknown
T000020242788,622202******2302,金*辉,4713**********2635,196****7967,2024-08-14 20:25:14,57.64,CNY,M355709,星巴克,5812,消费,APP,中国,北京市,深圳,6e797405f1461b42,725dfbb5f54c18e7,MAG,24.0,1.49,27,,否,,543222,浦发银行,收单行C,TERM355565,0,unknown
T000020241377,622202******8472,卫*博,4390**********7518,152****1910,2024-06-10 13:57:09,165.16,CNY,M971084,中国石化,4511,消费,POS,中国,福建省,北京,8210483de69fcf39,9f2c0423c8aa914d,MAG,,3.54,22,,否,,351818,交通银行,收单行C,TERM837391,0,unknown
T000020242068,622202******0672,陶*峰,3650**********6229,133****7451,2024-09-02 02:10:49,991.83,CNY,M556641,屈臣氏,5311,消费,QR,中国,北京市,深圳,718d649096906ae6,90c76d94c4a87442,MANUAL,,,19,,否,,262470,工商银行,银联,TERM458655,0,unknown
T000020242398,622202******0055,郑*平,6351**********1191,189****4758,2024-08-08 04:33:06,630.42,CNY,M587282,饿了么,5411,预授权,MOBILE,中国,福建省,北京,7058e32702534b3b,f396d4855a8c1d83,ECOM,12.0,,23,,否,,584371,农业银行,收单行B,TERM497653,0,unknown
T000020241472,622202******8066,曹*平,4249**********8934,131****1793,2024-07-23 03:25:33,212.71,CNY,M606983,去哪儿,5211,消费,APP,中国,四川省,成都,35dce13b121b8acf,d22bd4c93c518ec5,CHIP,,,20,,否,,217455,中国银行,收单行B,TERM919694,0,unknown
T000020242604,622202******7907,王*辉,5491**********2491,136****2654,2024-10-19 16:43:55,2875.72,CNY,M800646,美团外卖,5999,消费,MOBILE,中国,北京市,北京,4f56e1df31fe8f04,8586c8bd96eceded,ECOM,,,3,,否,,442707,浦发银行,收单行A,TERM633524,0,unknown
T000020241279,622202******1761,华*海,3370**********5113,191****1794,2024-06-12 20:30:39,331.44,CNY,M936587,京东商城,4111,消费,APP,中国,浙江省,杭州,343a8c3c3c05fa84,cf29763ab35739af,CONTACTLESS,,,2,,否,,140530,农业银行,银联,TERM994661,0,unknown
T000020241286,622202******3658,张*勇,1529**********9588,151****4696,2024-07-04 00:16:43,710.13,CNY,M682789,屈臣氏,5411,消费,ECOM,中国,山东省,深圳,c1652288a11ec6ae,4bb40c468494a28c,CONTACTLESS,12.0,,21,,否,,445430,中国银行,收单行C,TERM180951,0,unknown
T000020243002,622202******1885,张*阳,4967**********4602,174****9281,2024-06-20 02:57:00,101.32,USD,M835244,滴滴出行,5541,消费,ECOM,中国,河南省,广州,a488955c42b20521,923c027371bdd6b1,CONTACTLESS,,4.3,68,,是,可疑待确认,618911,农业银行,收单行B,TERM696210,2,manual
T000020242448,622202******5918,郑*兵,3222**********6678,196****0294,2024-07-18 09:32:30,308.57,CNY,M866536,海澜之家,5311,消费,APP,中国,四川省,深圳,6253da735f8e6e99,b1e858eb0ef2e264,ECOM,12.0,,5,R002,否,,502833,交通银行,银联,TERM165575,2,rule
T000020243529,622202******8639,施*晨,1992**********6744,151****5038,2024-06-29 13:33:20,422.69,USD,M641722,中国石化,5541,消费,MOBILE,中国,河南省,青岛,2683f612ab81802d,d6cc90c2c66e080e,CONTACTLESS,6.0,,20,,否,,254143,浦发银行,收单行B,TERM997669,0,unknown
T000020242915,622202******6361,杨*俊,2623**********2151,152****3155,2024-10-06 02:55:18,143.24,CNY,M992288,屈臣氏,5411,转账,MOBILE,中国,四川省,广州,299588173b8a74e9,9184ed760947a261,CONTACTLESS,12.0,,2,,否,,824711,中信银行,收单行C,TERM751053,0,unknown
T000020243284,622202******7119,褚*飞,2894**********2426,187****5441,2024-07-29 23:25:16,128.51,CNY,M612311,中国石化,5311,消费,POS,中国,河南省,杭州,c9a992e88f95aa06,8b039e8c21835fe8,ECOM,,,8,,否,,507265,交通银行,收单行C,TERM960008,0,unknown
T000020241072,622202******3732,吴*健,1334**********3129,154****9641,2024-10-05 10:07:08,25.59,CNY,M383201,美团外卖,5999,消费,ECOM,中国,四川省,郑州,a150741ca39c619b,b4a3154ad87322e6,CONTACTLESS,,0.02,30,,否,,480828,浦发银行,银联,TERM691845,0,unknown
T000020241914,622202******6538,韩*峰,6576**********6983,191****2744,2024-08-11 04:06:42,167.63,CNY,M682144,沃尔玛,5411,消费,ECOM,中国,广东省,郑州,19c2cbf391a07f49,221984fc65685a50,ECOM,,,23,,否,,162071,农业银行,收单行C,TERM947901,0,unknown
T000020241606,622202******1988,赵*亮,6284**********6125,159****3025,2024-07-19 15:48:19,212.66,CNY,M855053,屈臣氏,5691,预授权,QR,中国,四川省,上海,4e70ce0449f31883,997693dc04904d70,CONTACTLESS,,,2,,否,,764704,招商银行,收单行C,TERM866519,0,unknown
T000020240915,622202******1550,曹*峰,3753**********1498,187****7835,2024-08-04 18:18:22,2223.84,CNY,M841666,优衣库,5814,消费,MOBILE,中国,福建省,杭州,757caca40dd6a5bf,319aa7f40d550e1e,CHIP,,,15,,否,,839916,农业银行,收单行B,TERM186847,0,unknown
T000020242104,622202******0865,尤*勇,4789**********8531,175****3365,2024-09-24 00:02:32,475.02,CNY,M800646,麦当劳,5411,转账,APP,中国,福建省,青岛,ece7ed28a0a3f7b4,9b11156106513143,MAG,,,9,,否,,640472,农业银行,收单行B,TERM626100,0,unknown
T000020242357,622202******7195,周*鹏,1974**********1296,186****2715,2024-07-22 20:16:04,54.3,CNY,M130094,屈臣氏,5999,消费,QR,中国,四川省,上海,f064761fbd509ced,f291dde852ca380b,MANUAL,24.0,,1,,否,,309407,招商银行,收单行A,TERM686674,0,unknown
T000020241836,622202******2071,张*飞,3203**********6244,191****5913,2024-09-16 15:06:18,157.85,CNY,M437960,京东商城,5211,消费,MOBILE,中国,上海市,广州,9469c4521c54c545,2acd13d91cee02af,MANUAL,,5.63,7,,否,,551437,中国银行,收单行A,TERM381007,0,unknown
T000020242720,622202******7463,周*俊,4444**********1388,131****8564,2024-09-01 17:14:48,6930.6,CNY,M497399,微信支付,4111,预授权,QR,中国,四川省,郑州,b5478091c7a87c71,bbb47985163f764b,CONTACTLESS,,,92,"R002,R003",否,,697771,招商银行,收单行A,TERM838186,1,chargeback
T000020241145,622202******6023,韩*国,1977**********2546,159****5263,2024-10-20 12:21:57,86.23,CNY,M357420,微信支付,5211,消费,APP,中国,江苏省,郑州,1001a28c1347511c,32e04572c9002b00,MAG,6.0,,58,,否,,661811,中信银行,银联,TERM412427,0,unknown
T000020242497,622202******8586,蒋*国,3209**********8528,152****5654,2024-08-12 16:34:40,125.1,CNY,M886931,京东商城,5999,消费,POS,中国,福建省,北京,bfc680feb53d786b,1f9ae79dce141e10,MAG,,5.46,9,,否,,871659,招商银行,收单行B,TERM627306,0,unknown
T000020242998,622202******5390,周*博,2493**********5029,196****8931,2024-07-05 20:24:01,166.96,CNY,M912270,中国石油,5999,消费,POS,中国,河南省,深圳,d601c58add57bb56,a68619ca9eee6654,ECOM,,0.45,4,,否,,341646,交通银行,银联,TERM101645,0,unknown
T000020242054,622202******3370,尤*超,5684**********7841,131****8503,2024-07-14 01:25:55,183.67,CNY,M284692,华润万家,5814,消费,MOBILE,中国,四川省,深圳,795caee9992266ce,094e427530575058,CONTACTLESS,,,5,,否,,669110,中信银行,银联,TERM173253,0,unknown
T000020241373,622202******1333,孙*华,4892**********5314,157****2036,2024-10-25 17:19:33,105.09,CNY,M912270,滴滴出行,5311,消费,APP,中国,河南省,广州,cf05761e01c14a7f,3f9f2555ba3916cf,MANUAL,6.0,0.74,18,,否,,102802,招商银行,收单行A,TERM610527,0,unknown
T000020243307,622202******2302,华*博,1570**********9977,133****7181,2024-07-18 13:52:17,252.57,CNY,M993085,天猫超市,5814,消费,POS,中国,广东省,成都,d3811db8ca64abfb,90dea7a4619032dc,CONTACTLESS,,,28,,否,,796034,农业银行,收单行B,TERM947557,0,unknown
T000020241050,622202******6030,许*兵,1615**********1782,155****9964,2024-08-28 13:41:20,90.26,CNY,M936587,天猫超市,5812,消费,QR,中国,四川省,深圳,a65bdd279781cbe8,6420128a89f9231c,MANUAL,,0.46,9,,否,,593248,建设银行,收单行B,TERM585705,0,unknown
T000020243044,622202******4018,陶*健,6240**********6224,172****9499,2024-06-26 07:18:59,129.65,CNY,M381433,沃尔玛,5211,转账,ECOM,中国,四川省,深圳,8d6f9c80d1ecdf50,d5e0147092c35836,CHIP,,,27,,否,,218841,建设银行,收单行C,TERM381143,0,unknown
T000020242166,622202******6255,冯*林,4754**********4894,134****9770,2024-09-22 04:32:52,295.4,CNY,M912270,屈臣氏,5814,消费,MOBILE,中国,广东省,北京,ad95f7e9774c77f1,45c0f5d44e607c26,MANUAL,,,30,,否,,722821,农业银行,收单行B,TERM137756,1,chargeback
T000020241064,622202******4930,孔*龙,2172**********3976,182****7349,2024-08-23 05:11:10,403.13,CNY,M739979,携程旅行,5812,取现,ECOM,中国,广东省,成都,505314b9fdc173a3,11fa257150424d30,MAG,12.0,,14,,否,,295190,工商银行,收单行C,TERM290619,0,unknown
T000020243219,622202******8639,孙*龙,4149**********1372,155****1861,2024-06-11 15:40:56,40.39,CNY,M866536,肯德基,5814,消费,MOBILE,中国,湖北省,南京,d32573e5e5e7c405,f3b55d597f981600,ECOM,3.0,,12,,否,,649080,建设银行,收单行C,TERM430984,0,unknown
T000020241711,622202******2150,李*浩,4226**********8769,132****8761,2024-07-12 21:41:19,54.41,CNY,M290672,沃尔玛,5311,消费,ECOM,中国,湖北省,南京,39bda7a9da9c46a9,773723573789b719,ECOM,,,22,,否,,601490,工商银行,收单行A,TERM788765,0,unknown
T000020240712,622202******0342,张*勇,3802**********7746,134****0538,2024-06-16 07:50:41,840.64,CNY,M618317,沃尔玛,5541,消费,QR,中国,福建省,北京,b7a8383324207b75,bb7e7a5914c8fb6e,CONTACTLESS,,,11,,否,,872303,中信银行,收单行A,TERM499581,0,unknown
T000020240819,622202******8066,孙*华,1867**********7244,179****5698,2024-06-20 03:49:51,254.94,CNY,M682144,去哪儿,5311,消费,APP,中国,山东省,成都,2a90f569d360221c,cb3ab0551d0b837c,MAG,,,6,,否,,608306,中信银行,收单行A,TERM186558,0,unknown
T000020243068,622202******0055,郑*兵,1182**********5701,136****8677,2024-06-27 19:46:27,111.22,CNY,M452737,优衣库,4111,消费,QR,中国,湖北省,青岛,781e1f9f68f0b5cd,459357deb8c2db18,CONTACTLESS,,2.63,15,,否,,125400,工商银行,收单行A,TERM719387,0,unknown
T000020241202,622202******2160,张*俊,1105**********8124,179****2620,2024-09-25 06:03:04,286.17,CNY,M393243,优衣库,5999,消费,QR,中国,湖北省,武汉,9b1ed13f3da96428,f73e04de95175be1,ECOM,,,8,,否,,208299,农业银行,收单行A,TERM273962,0,unknown
T000020242057,622202******9421,钱*杰,5523**********4684,153****4051,2024-10-17 04:51:22,66.12,CNY,M782054,支付宝,4511,消费,QR,中国,北京市,上海,71ead34f50f26015,678ff1c19827e3ad,CONTACTLESS,,,10,,否,,280040,中信银行,收单行A,TERM389775,0,unknown
T000020243465,622202******7444,沈*国,5895**********7693,173****3014,2024-09-07 20:04:50,332.82,CNY,M993085,去哪儿,5999,消费,MOBILE,中国,浙江省,深圳,a65bdd279781cbe8,e5158d45f7d3ccf4,MAG,,9.68,27,,否,,903354,中国银行,收单行A,TERM405790,0,unknown
T000020242616,622202******1077,陶*凯,3946**********8367,135****2870,2024-06-25 20:31:53,484.55,CNY,M322423,中国石化,5814,消费,POS,中国,北京市,南京,9f28cd723241ccc9,48235db48e70b2da,CONTACTLESS,,,17,,否,,866671,农业银行,收单行B,TERM707257,0,unknown
T000020242170,622202******6552,许*杰,6308**********8663,137****1413,2024-07-18 20:38:35,1642.35,CNY,M322423,天猫超市,5541,消费,MOBILE,中国,山东省,上海,0500b5a2c2a6207c,fbd1917f39a4664a,MAG,12.0,,18,,否,,219962,中信银行,收单行B,TERM311807,0,unknown
T000020241195,622202******2319,韩*杰,1741**********8973,174****6663,2024-06-07 16:46:23,217.76,CNY,M697530,海澜之家,5411,消费,MOBILE,中国,广东省,北京,da472123ebd43993,bc212d3e1a60fa50,CHIP,6.0,,15,,否,,440071,中信银行,收单行B,TERM501942,0,unknown
T000020241599,622202******4792,施*峰,6235**********6325,175****4131,2024-09-06 08:40:42,251.1,CNY,M606983,麦当劳,5311,消费,QR,中国,湖北省,青岛,159935ee62107437,75a56987e7c8422c,ECOM,3.0,,29,,否,,387366,农业银行,银联,TERM630479,0,unknown
T000020242026,622202******7136,韩*辉,2207**********8330,177****1858,2024-09-25 02:49:32,926.35,CNY,M947458,微信支付,5311,消费,MOBILE,中国,河南省,郑州,56b609d2a70c90bf,d0c4202cee16fb52,MANUAL,,,97,"R002,R003",是,确认欺诈,954477,中信银行,银联,TERM406243,1,chargeback
T000020242475,622202******6957,赵*东,4572**********7689,188****3223,2024-07-13 20:48:43,144.06,CNY,M739979,中国石油,5411,消费,APP,中国,福建省,武汉,435518ba8c25b82a,f77d70cd8306ea51,CONTACTLESS,3.0,,20,,否,,630097,中信银行,收单行B,TERM582414,0,unknown
T000020243221,622202******0241,周*勇,6303**********1420,191****6371,2024-06-12 03:21:19,13.44,CNY,M284692,肯德基,5812,消费,POS,中国,北京市,青岛,fd5c91a79cbb3517,97ea520f45049c71,ECOM,,,18,,否,,334549,中国银行,收单行B,TERM600204,0,unknown
T000020243346,622202******7136,蒋*华,4221**********4212,187****3291,2024-06-02 23:14:35,169.97,CNY,M782054,滴滴出行,5999,转账,MOBILE,中国,浙江省,北京,4e70ce0449f31883,d77a626c00a403da,MAG,,,30,,否,,761131,建设银行,收单行B,TERM499576,0,unknown
T000020242472,622202******1677,金*浩,6053**********3159,181****7026,2024-10-20 02:39:36,66.14,CNY,M189771,星巴克,5812,转账,APP,中国,北京市,南京,ae575501a7ee92fd,bdd6697fb4b894aa,CHIP,,,0,,否,,869509,交通银行,收单行B,TERM689132,0,unknown
T000020242651,622202******2787,卫*东,1350**********3509,131****4769,2024-06-08 04:41:53,456.69,CNY,M381433,携程旅行,5999,消费,MOBILE,中国,广东省,郑州,69ceca0cbe676df1,eda5288cc3f3afb7,MANUAL,,,15,,否,,333633,建设银行,收单行C,TERM353533,0,unknown
T000020242995,622202******6486,郑*峰,4706**********3306,172****3063,2024-07-03 11:20:00,391.42,CNY,M725113,海澜之家,5211,转账,APP,中国,福建省,成都,0db97f43811b2f0f,ad954dfa3a77c1f9,MAG,,16.33,4,,否,,625441,建设银行,收单行C,TERM123210,0,unknown
T000020241099,622202******0509,秦*东,2577**********6476,197****8145,2024-10-20 05:16:00,77.07,CNY,M110644,天猫超市,4111,消费,APP,中国,上海市,上海,684d47e089d38b3d,a1c390cf3c016437,MAG,,,13,,否,,814096,招商银行,收单行C,TERM609719,0,unknown
T000020240966,622202******6063,何*林,1782**********9753,137****1903,2024-09-21 00:55:17,80.63,CNY,M869440,中国石油,5999,消费,ECOM,中国,浙江省,深圳,2a90f569d360221c,efac8e3d66ab4dfe,MANUAL,,1.56,30,,否,,694495,建设银行,收单行B,TERM899199,0,unknown
T000020241570,622202******4018,吕*林,3156**********6364,191****5257,2024-08-05 20:06:50,120.51,EUR,M641722,美团外卖,4511,消费,MOBILE,中国,四川省,郑州,9b1ed13f3da96428,05b1d9909d508f1e,CHIP,,,11,,否,,423614,交通银行,收单行A,TERM805192,0,unknown
T000020243032,622202******7883,何*杰,6164**********8639,178****4932,2024-06-09 13:38:45,113.54,CNY,M497399,微信支付,5541,消费,POS,中国,福建省,成都,cf329828f339a610,dd200ca3ca3f4472,MAG,6.0,,8,,否,,335396,农业银行,收单行C,TERM515749,0,unknown
T000020241016,622202******7155,华*国,3969**********7828,136****1928,2024-10-27 09:15:10,119.54,CNY,M587282,微信支付,4511,消费,POS,中国,江苏省,杭州,1001a28c1347511c,3d8b5c650bb266d9,ECOM,,1.4,0,,否,,507923,交通银行,收单行B,TERM671540,0,unknown
T000020243211,622202******9309,朱*辉,2461**********8626,175****6721,2024-10-27 16:07:44,373.13,CNY,M587282,沃尔玛,4511,消费,POS,中国,广东省,广州,d9e2584ca99205a1,3da555b6751c4a31,MAG,,17.7,16,,否,,901133,中国银行,收单行C,TERM240089,0,unknown
T000020242892,622202******9079,吕*浩,3051**********4834,134****5552,2024-07-24 05:21:15,986.32,CNY,M993085,拼多多,5411,消费,QR,中国,浙江省,郑州,69ceca0cbe676df1,60ef0553fec87a4d,MANUAL,12.0,,10,,否,,925063,农业银行,收单行B,TERM632795,0,unknown
T000020243567,622202******4265,赵*国,1298**********2493,158****6184,2024-08-23 13:39:22,446.53,CNY,M587282,天猫超市,4511,消费,POS,中国,江苏省,深圳,39bda7a9da9c46a9,c3147725331f7234,MAG,12.0,5.18,21,,否,,414621,中信银行,收单行A,TERM224329,0,unknown
T000020242241,622202******5325,蒋*勇,2217**********3435,174****9193,2024-10-15 07:37:05,92.38,CNY,M389688,京东商城,4511,消费,POS,中国,山东省,北京,88b55baf99ac84cd,570817b6b95853ee,CHIP,,,19,,否,,940231,工商银行,收单行C,TERM391818,0,unknown
T000020241513,622202******1677,秦*东,5631**********1466,131****5199,2024-10-01 03:31:12,1847.43,CNY,M894993,去哪儿,4111,消费,POS,中国,浙江省,广州,0c8417fc4990b1db,5a6a2bb37871dda6,ECOM,3.0,,7,,否,,851767,浦发银行,收单行A,TERM869300,0,unknown
T000020242919,622202******9353,杨*东,2989**********2980,132****1293,2024-06-13 18:11:05,43.98,CNY,M936587,中国石化,5814,预授权,QR,中国,河南省,北京,0ed6490f663d10cf,fbcf7422985d9f72,CHIP,,1.9,29,,否,,447222,中信银行,收单行A,TERM560489,0,unknown
T000020243534,622202******0421,施*泽,4043**********7357,132****7704,2024-07-24 02:57:05,157.99,CNY,M353080,天猫超市,5812,消费,APP,中国,四川省,武汉,636ab8d126706a25,42d4a87ef0c24c2d,CONTACTLESS,12.0,,15,,否,,328012,浦发银行,收单行C,TERM147795,0,unknown
T000020241460,622202******0228,严*博,4233**********6428,195****5413,2024-10-18 06:46:20,308.5,CNY,M745830,中国石化,5311,消费,APP,中国,上海市,广州,d6f7ea52ee4bd012,2df30de763d394ce,CHIP,,,12,,否,,813725,农业银行,收单行C,TERM246286,0,unknown
T000020243268,622202******9785,李*东,2756**********2276,157****2080,2024-06-27 21:01:01,129.95,CNY,M992288,饿了么,4511,消费,MOBILE,中国,江苏省,上海,2c2894895a1b2e42,1b37128301298d73,MANUAL,,4.53,22,,否,,224324,招商银行,收单行A,TERM268573,0,unknown
T000020241999,622202******5204,魏*飞,4634**********7128,197****3036,2024-06-02 11:42:27,64.9,CNY,M355709,沃尔玛,5814,消费,MOBILE,中国,福建省,南京,f3a0648de95cedb1,bf55cf9afe24c728,MAG,,,12,,否,,740004,中信银行,收单行C,TERM148639,0,unknown
T000020241283,622202******4898,金*杰,5314**********6964,194****9247,2024-10-24 21:46:05,126.74,CNY,M682144,携程旅行,5691,消费,QR,中国,四川省,成都,60e4100ef895b7d8,d559727a87913c20,MANUAL,,,13,,否,,479191,浦发银行,收单行C,TERM127147,0,unknown
T000020241198,622202******9785,华*兵,1389**********5254,152****9615,2024-09-30 18:12:41,352.8,CNY,M993085,星巴克,5814,消费,QR,中国,浙江省,南京,72d45abc94e9d732,b633518d160ac225,MAG,,,5,,否,,605566,建设银行,收单行A,TERM898571,0,unknown
T000020241366,622202******8607,吕*峰,2664**********7022,198****1064,2024-09-09 17:57:54,144.1,CNY,M300337,携程旅行,5211,消费,ECOM,中国,福建省,南京,ecc6232afae96694,1d030963965caebb,MAG,,,25,,否,,143761,浦发银行,收单行C,TERM547840,0,unknown
T000020243536,622202******2160,张*华,5417**********8226,157****8131,2024-10-08 09:40:24,306.59,CNY,M357420,拼多多,5411,消费,POS,中国,四川省,青岛,c574eb0b5eff4858,2982bcaa2915a635,ECOM,,,7,,否,,904490,招商银行,收单行A,TERM875142,0,unknown
