card_no,总交易次数,总金额,欺诈次数,可疑次数,唯一商户,唯一地区,唯一设备,欺诈率,风险等级,平均间隔小时,最小间隔分钟,最大交易间隔,间隔变异系数,金额波动率
6222021127978094,12,11413.51,5,0,12,7,12,0.4166666666666667,极高,244.1818181818182,1680.0,520.0,0.7560850356142487,2.0840457300511823
6222028868054898,10,4005.28,4,0,10,6,10,0.4,极高,292.8888888888889,420.0,733.0,0.8895311847167398,1.463438546440043
6222021945826486,13,5292.68,4,0,12,8,13,0.3076923076923077,极高,233.25,3720.0,563.0,0.8533863117065923,1.84551100148127
6222021955345537,12,2265.5499999999997,4,1,9,6,12,0.3333333333333333,极高,250.72727272727272,2100.0,618.0,0.8855106151789116,1.5493646114844895
6222023849232839,13,5568.400000000001,4,0,13,7,13,0.3076923076923077,极高,189.91666666666666,180.0,522.0,0.7885216766288001,1.1350272280820397
6222023376077463,9,12133.18,4,0,9,7,9,0.4444444444444444,极高,342.0,480.0,545.0,0.5757551037786643,1.279549005148087
6222021798112150,8,3221.82,4,0,6,6,8,0.5,极高,398.14285714285717,6060.0,841.0,0.6942649003439281,1.7396163810054537
6222021664847319,13,10847.67,4,0,12,9,13,0.3076923076923077,极高,240.25,1200.0,716.0,0.8818305275691715,1.173794408983912
6222025284391408,13,3964.98,4,1,9,7,13,0.3076923076923077,极高,232.91666666666666,360.0,629.0,0.9508078193614992,1.2881936130541043
6222025510938155,11,4397.62,4,0,10,7,11,0.36363636363636365,极高,237.1,2160.0,891.0,1.0622836250606398,0.9854554820521538
6222028110054933,13,6328.16,4,0,12,7,13,0.3076923076923077,极高,213.16666666666666,840.0,763.0,1.1374799242297537,1.338489274503845
6222023880327491,13,3473.27,4,0,12,7,13,0.3076923076923077,极高,220.41666666666666,2940.0,676.0,0.8684839770160747,1.0349884496403199
6222024070964768,7,3415.89,4,0,6,4,7,0.5714285714285714,极高,248.16666666666666,3660.0,452.0,0.6663049133199649,1.683271031211056
6222024783282817,10,1862.11,4,0,10,6,10,0.4,极高,294.0,1920.0,1174.0,1.2288247623789412,0.6298066330154508
6222024518871744,10,2659.69,4,0,9,6,10,0.4,极高,279.8888888888889,180.0,834.0,0.9224388501280324,1.1228469146773499
6222024642197907,12,5384.76,4,1,10,8,12,0.3333333333333333,极高,231.9090909090909,2700.0,438.0,0.5906022073778203,2.077313871892646
6222024853479481,17,6569.46,4,1,14,8,17,0.23529411764705882,极高,169.0625,600.0,542.0,0.838025758985896,1.8754166291336465
6222023553440342,12,10052.27,4,0,11,6,12,0.3333333333333333,极高,214.72727272727272,2580.0,715.0,1.0290082977119788,2.6984346684967098
6222027483366056,16,9268.45,4,0,13,9,16,0.25,极高,176.13333333333333,960.0,690.0,1.0751897078106096,2.095054992868114
6222026009268066,11,3758.85,4,0,9,7,11,0.36363636363636365,极高,268.9,480.0,1323.0,1.5316027882362908,1.0494092883432122
6222026204041308,12,5484.45,4,0,10,8,12,0.3333333333333333,极高,223.8181818181818,300.0,441.0,0.6140537707752162,1.3811669145587517
6222028055556030,11,2680.53,4,0,11,5,11,0.36363636363636365,极高,248.5,2580.0,742.0,0.8293888512072539,1.088038043037461
6222027625464411,11,3940.58,4,0,8,6,11,0.36363636363636365,极高,238.3,4680.0,721.0,0.8585037458050498,1.431471989566475
6222022140169349,11,3308.15,4,0,10,7,11,0.36363636363636365,极高,288.3,720.0,694.0,0.9254855296153924,1.199863617037601
6222026583444930,13,5485.33,4,0,12,9,13,0.3076923076923077,极高,238.33333333333334,1440.0,979.0,1.1250807263976823,1.4143635947495687
6222027166868574,12,7085.26,4,0,12,5,12,0.3333333333333333,极高,213.54545454545453,660.0,813.0,1.086535533532016,1.5069687947905483
6222029786748825,11,11946.11,4,1,11,5,11,0.36363636363636365,极高,302.0,1080.0,796.0,0.9441029087325123,1.1627170566399112
6222021245522987,8,12122.0,4,2,8,5,8,0.5,极高,305.7142857142857,8880.0,598.0,0.481107011064219,0.9214872460421224
6222021654477195,14,2736.36,4,0,14,9,14,0.2857142857142857,极高,187.07692307692307,180.0,684.0,0.9668799626284844,1.2478583625827815
6222029421518487,10,3439.89,4,0,9,4,10,0.4,极高,146.22222222222223,1860.0,398.0,0.9555445442809941,1.2628099080491622
6222026704841644,16,8469.359999999999,4,2,16,9,16,0.25,极高,188.93333333333334,660.0,481.0,0.668871721434308,1.4751160491236988
6222022439622619,12,3707.6,4,0,10,6,12,0.3333333333333333,极高,211.1818181818182,120.0,682.0,0.9682847797491975,0.7815056639294391
6222026805759868,13,4555.15,4,0,12,7,12,0.3076923076923077,极高,248.08333333333334,900.0,755.0,0.9639239142639862,2.8048571261460387
6222027049001493,16,4551.5599999999995,4,1,14,8,16,0.25,极高,172.4,300.0,519.0,0.9317512921401032,2.1984852458452178
6222028507497883,8,1644.99,3,1,7,6,8,0.375,极高,185.42857142857142,360.0,616.0,1.135963994388683,1.3308460232642803
6222028370987661,12,3653.77,3,1,12,8,12,0.25,极高,257.27272727272725,360.0,546.0,0.722146651268386,0.9835869399153823
6222023792347639,11,5840.35,3,0,11,6,11,0.2727272727272727,极高,261.3,480.0,928.0,1.0501400357681272,1.3577470520870296
6222029703905715,8,2346.92,3,0,8,4,8,0.375,极高,335.2857142857143,1380.0,860.0,0.8270053424107148,0.91609648133791
6222023343292475,13,6042.84,3,0,11,7,13,0.23076923076923078,极高,243.83333333333334,120.0,849.0,1.0238919187886204,1.4283192966854568
6222029691572571,13,6042.68,3,0,12,7,13,0.23076923076923078,极高,207.83333333333334,360.0,1456.0,1.979185819918059,1.4141047577360397
6222029986353481,8,15886.800000000001,3,1,8,6,8,0.375,极高,328.42857142857144,180.0,802.0,0.9014857336185704,1.638806723186384
6222029963334018,10,2342.46,3,0,10,6,9,0.3,极高,284.6666666666667,780.0,931.0,0.9583744023031009,1.3676366517031835
6222022591589823,14,14387.3,3,0,14,7,14,0.21428571428571427,极高,205.84615384615384,1500.0,698.0,0.9775179413451699,1.3042535789526757
6222022566942273,14,7159.12,3,1,11,7,14,0.21428571428571427,极高,179.23076923076923,1260.0,413.0,0.6157727222644458,0.792937160733025
6222022465576748,12,4093.4900000000002,3,1,12,7,12,0.25,极高,223.63636363636363,180.0,886.0,1.1476413952220585,0.6608888947166585
6222022627677155,12,4527.04,3,0,11,8,11,0.25,极高,223.0909090909091,5880.0,495.0,0.6069759779523085,1.6161554229417563
6222021983297492,8,2671.44,3,0,8,6,8,0.375,极高,417.14285714285717,14280.0,909.0,0.5690374656648988,0.908623215390292
6222021939042955,8,16835.09,3,1,7,6,8,0.375,极高,191.85714285714286,1260.0,443.0,0.8804751963248265,2.2537485485920468
6222028982597239,15,7133.0,3,0,14,10,15,0.2,高,181.64285714285714,480.0,601.0,1.0551463494359696,1.5293090484045047
6222029957813353,8,4088.9300000000003,3,0,7,6,7,0.375,极高,386.0,3120.0,930.0,0.7656554483811674,2.338973555374266
6222029333798503,10,6984.969999999999,3,3,8,7,10,0.3,极高,318.77777777777777,1020.0,1014.0,1.0944343412556912,2.010979180825306
6222021041531046,14,9971.58,3,0,13,8,14,0.21428571428571427,极高,182.15384615384616,180.0,711.0,1.0297871630312776,1.162113268781653
6222021248786714,7,1856.79,3,0,7,6,7,0.42857142857142855,极高,360.0,60.0,1121.0,1.090037659333581,0.7266883150876886
6222027333678472,8,1747.96,3,0,7,5,8,0.375,极高,354.14285714285717,360.0,1145.0,1.277036643423916,0.9049193115596786
6222027380780055,10,3981.25,3,0,9,6,10,0.3,极高,238.66666666666666,1140.0,708.0,0.9048290827480132,1.4828938711520425
6222026642201119,9,2996.91,3,0,9,7,9,0.3333333333333333,极高,302.5,300.0,819.0,0.9019818635712153,1.6468733837466307
6222026241752544,13,4232.16,3,0,12,6,12,0.23076923076923078,极高,216.66666666666666,420.0,736.0,0.9388037894774235,1.256000930689506
6222026924716023,16,10378.92,3,2,16,7,16,0.1875,高,191.26666666666668,1140.0,560.0,0.9199169655744551,1.6556976610850282
6222029438411468,8,2977.29,3,0,7,6,7,0.375,极高,307.0,4380.0,914.0,0.9663201939972058,2.535154880333838
6222029309500117,10,12070.72,3,0,10,7,10,0.3,极高,292.6666666666667,1320.0,769.0,1.0545113333521647,1.3251019679794553
6222022825989011,6,1980.5,3,0,6,4,6,0.5,极高,563.6,12300.0,818.0,0.48167250631981595,1.7608656047504934
6222021817804383,16,5929.780000000001,3,0,12,8,16,0.1875,高,175.33333333333334,420.0,682.0,1.097948777813719,0.8569420409355324
6222022812140441,5,3739.9799999999996,3,0,5,3,4,0.6,极高,710.5,5220.0,1750.0,1.0860752194465884,1.4631838917960476
6222028588769565,13,4018.82,3,0,11,7,13,0.23076923076923078,极高,213.91666666666666,660.0,414.0,0.7088648272100965,0.7771542179896801
6222028664882079,14,6847.29,3,0,13,8,14,0.21428571428571427,极高,197.53846153846155,360.0,524.0,0.767741103807601,1.194842261300541
6222023875303857,17,7739.07,3,0,15,7,17,0.17647058823529413,高,162.625,780.0,419.0,0.836879033540098,2.3922613594672444
6222023328710672,9,5917.04,3,0,9,6,9,0.3333333333333333,极高,335.75,1740.0,1189.0,1.1839100483575378,1.239560475812755
6222023196545325,16,6436.55,3,0,14,8,16,0.1875,高,149.06666666666666,1320.0,449.0,0.8546517144275578,1.698917998920455
6222023363629219,10,7986.719999999999,3,0,9,5,10,0.3,极高,271.6666666666667,3780.0,485.0,0.5638123593262545,1.385963421444691
6222022867302554,9,5052.5199999999995,3,0,9,7,9,0.3333333333333333,极高,358.5,1860.0,862.0,1.033323427615215,2.6650490565897917
6222022982979741,6,2548.75,3,0,5,4,6,0.5,极高,328.4,600.0,567.0,0.7391664133183866,1.8629041535648663
6222023030106617,14,4619.92,3,0,10,9,14,0.21428571428571427,极高,218.3846153846154,960.0,760.0,0.9822103359425555,1.636542159837541
6222022970753705,8,2858.07,3,0,7,4,8,0.375,极高,310.57142857142856,1020.0,870.0,1.049689300710835,1.458570766066459
6222022948728483,9,2683.52,3,0,9,6,9,0.3333333333333333,极高,357.25,2640.0,941.0,0.8071998751087164,1.055286552027481
6222029673185158,13,5290.54,3,0,10,7,11,0.23076923076923078,极高,234.08333333333334,1740.0,1100.0,1.289967097815541,1.2956731500375653
6222029597198563,9,2899.87,3,2,9,5,9,0.3333333333333333,极高,352.625,240.0,1086.0,0.9593279927440089,1.0093268523444296
6222024882343658,8,3915.9,3,0,8,7,8,0.375,极高,381.0,1560.0,987.0,0.9571143642271212,1.3062524497919938
6222028184602688,12,5145.67,3,0,11,9,12,0.25,极高,232.54545454545453,2760.0,693.0,0.7909822121293807,2.9135542900842535
6222028235363119,9,5215.51,3,0,8,6,9,0.3333333333333333,极高,360.75,780.0,1146.0,1.021076596939618,0.8860980763567438
6222024745927824,10,3146.65,3,0,10,5,10,0.3,极高,328.3333333333333,660.0,841.0,0.8500995390014132,1.4257360656262255
6222024776436931,10,9896.39,3,0,9,7,10,0.3,极高,283.3333333333333,120.0,630.0,0.6735237605722335,1.3622096919199034
6222023660223333,12,5258.81,3,0,11,8,12,0.25,极高,257.8181818181818,2040.0,994.0,1.1327243084296983,1.1744044997454373
6222025748253283,7,3830.77,3,0,6,6,7,0.42857142857142855,极高,201.83333333333334,240.0,446.0,0.746143858188882,2.1105696085363754
6222025728765136,9,3848.06,3,0,9,8,8,0.3333333333333333,极高,278.625,7560.0,807.0,0.8534919826844278,1.2780133698841762
6222027597996327,10,4359.5,3,0,9,5,10,0.3,极高,263.22222222222223,1200.0,1068.0,1.2703644909143752,1.3223113166797351
6222026633778586,18,13143.2,3,0,14,10,18,0.16666666666666666,高,160.1764705882353,660.0,596.0,1.0966315681822638,1.2771165113361145
6222026491309593,11,2661.8599999999997,3,0,10,9,11,0.2727272727272727,极高,270.5,780.0,723.0,0.9489469517220885,2.1735301358168084
6222026493800024,8,4143.22,3,0,8,6,8,0.375,极高,265.2857142857143,1020.0,495.0,0.7229121639731942,1.2401475639090216
6222028033702319,11,4233.11,3,0,9,6,11,0.2727272727272727,极高,274.2,2640.0,876.0,0.8928818152030364,0.6193293749592034
6222025278201677,18,5857.82,3,1,15,8,17,0.16666666666666666,高,170.76470588235293,2760.0,516.0,0.7914652085735951,2.266154084341983
6222028106906538,12,3294.2,3,0,11,7,11,0.25,极高,259.0,1440.0,979.0,1.0935055493631374,1.148295572558961
6222028168204967,7,1704.75,3,0,6,4,7,0.42857142857142855,极高,356.3333333333333,12840.0,658.0,0.4352689263450725,1.0830701060095707
6222029807209816,11,4874.46,3,0,10,7,11,0.2727272727272727,极高,225.2,1320.0,477.0,0.6144481751404923,1.5603262265324689
6222028995970241,9,1755.6200000000001,3,0,8,6,9,0.3333333333333333,极高,305.75,2940.0,646.0,0.8142824702051993,1.2978705853822632
6222029904586976,10,2399.92,3,1,9,6,10,0.3,极高,321.8888888888889,1320.0,1163.0,1.1629403063378667,1.7635427307554592
6222026587537178,10,3473.9900000000002,3,1,10,6,10,0.3,极高,298.77777777777777,1680.0,830.0,1.019543299649065,1.7878392925973055
6222022181241943,9,2935.36,3,0,7,8,9,0.3333333333333333,极高,352.5,1080.0,1085.0,1.050243264650584,1.155782869526825
6222026464693977,11,3571.5,3,1,10,6,11,0.2727272727272727,极高,291.0,2880.0,769.0,0.8078598551805609,1.1953424205401217
6222027462972995,12,7019.299999999999,3,0,11,9,12,0.25,极高,186.36363636363637,1980.0,564.0,0.9690478347983165,2.121346313575635
6222027271954644,10,2263.24,3,0,10,5,9,0.3,极高,303.22222222222223,1260.0,613.0,0.7318480197876644,2.1261083287377662
6222026124453431,14,8338.45,3,0,13,9,13,0.21428571428571427,极高,181.07692307692307,60.0,625.0,1.1176931182857517,1.6088548661106472
6222024965395580,6,957.72,3,0,6,5,6,0.5,极高,489.4,780.0,1047.0,0.8169321173580426,1.2085019451340684
6222025736462531,7,2428.42,3,0,6,4,7,0.42857142857142855,极高,432.5,6120.0,923.0,0.8409382374360582,1.461092593667743
6222025310195918,11,5475.83,3,0,10,7,10,0.2727272727272727,极高,289.2,3840.0,696.0,0.7090549473911073,0.7162854718707506
6222028293453178,10,2711.66,3,0,10,7,10,0.3,极高,303.3333333333333,5040.0,784.0,0.8444162979198888,0.6421312285552941
6222025570828113,6,1019.97,3,0,5,6,6,0.5,极高,244.4,1260.0,362.0,0.5917752554543736,1.2739013687086058
6222024095476665,9,2001.91,3,0,9,7,9,0.3333333333333333,极高,312.5,240.0,1011.0,1.1584580885198836,1.3578066617639475
6222024131356954,12,4843.25,3,0,10,8,12,0.25,极高,228.8181818181818,1440.0,671.0,0.754293008952801,2.089237492257484
6222024274958945,7,3491.6200000000003,3,0,7,5,7,0.42857142857142855,极高,389.1666666666667,1920.0,873.0,0.7849195109240077,0.8386936866243869
6222024361393222,14,7040.780000000001,3,0,14,7,14,0.21428571428571427,极高,203.6153846153846,600.0,712.0,0.9732491749872892,1.7866898013987842
6222028943866829,9,4529.2,2,0,9,7,9,0.2222222222222222,极高,357.5,1440.0,922.0,0.759710039523206,2.1841969702052224
6222021977515194,10,3504.09,2,0,8,7,10,0.2,高,301.6666666666667,240.0,773.0,1.0416754565525583,0.9698410596058125
6222023316787198,12,2133.14,2,0,11,7,11,0.16666666666666666,高,211.9090909090909,60.0,445.0,0.7590074374606643,1.1280000943172577
6222028879525611,9,1767.17,2,1,8,5,8,0.2222222222222222,极高,216.875,5760.0,435.0,0.6108444254809232,1.2470865982270807
6222023783290795,7,5787.44,2,0,7,5,7,0.2857142857142857,极高,447.1666666666667,420.0,1582.0,1.3984445815396702,2.0122618338307876
6222023799264931,9,2971.48,2,0,9,7,9,0.2222222222222222,极高,321.375,600.0,991.0,1.165523784002713,1.5223814199838361
6222028478529823,8,4092.65,2,0,7,5,7,0.25,极高,409.57142857142856,360.0,1070.0,1.0088379036453015,1.4049089286889367
6222028316648259,8,6264.08,2,0,7,5,8,0.25,极高,363.57142857142856,6900.0,604.0,0.5472276115158025,1.6047136180343111
6222023361388464,10,5043.099999999999,2,0,9,9,10,0.2,高,303.1111111111111,2280.0,697.0,0.7748060333416601,2.543137690438236
6222029639245200,11,3196.81,2,0,9,7,11,0.18181818181818182,高,273.4,300.0,1106.0,1.2736322132976836,1.5909059013339617
6222025033992825,8,1696.1,2,1,7,7,8,0.25,极高,374.7142857142857,11160.0,982.0,0.7728051839664154,1.2826757807118276
6222025078551333,5,3138.42,2,0,5,4,5,0.4,极高,573.25,7140.0,1204.0,0.7941912915684721,1.1723949625780374
6222025296710795,6,3627.57,2,0,6,5,6,0.3333333333333333,极高,446.4,7920.0,796.0,0.602637288732016,1.8944630191447305
6222027805745017,11,8983.42,2,0,9,6,11,0.18181818181818182,高,248.6,3300.0,553.0,0.7423839337340008,1.9199352489496768
6222025161807235,7,3243.89,2,0,6,7,7,0.2857142857142857,极高,421.0,5280.0,1455.0,1.2228751960319875,1.0835029005756562
6222028047877267,9,1824.42,2,0,8,7,8,0.2222222222222222,极高,268.375,900.0,546.0,0.7784208159381613,1.4026724240804511
6222024590711152,10,7015.59,2,0,9,6,10,0.2,高,272.1111111111111,1800.0,827.0,0.9086959908242667,1.0518702364474266
6222025067116918,7,2294.73,2,0,7,6,7,0.2857142857142857,极高,448.1666666666667,540.0,1554.0,1.3345215903258862,0.9791359478399253
6222022145921803,8,5244.45,2,0,8,6,8,0.25,极高,409.14285714285717,600.0,1067.0,1.002966362741619,2.4841811357946657
6222025160575046,10,3510.6,2,1,10,7,10,0.2,高,293.8888888888889,360.0,752.0,0.719161723764957,0.7074671393339573
6222024239406957,10,2503.54,2,0,7,6,10,0.2,高,279.77777777777777,3000.0,658.0,0.8550729909126995,0.993790055129824
6222024163119785,13,10539.33,2,0,12,9,13,0.15384615384615385,高,214.33333333333334,420.0,540.0,0.825964644223795,1.5228112865061998
6222024332894265,14,6112.87,2,0,14,7,14,0.14285714285714285,高,203.3846153846154,240.0,448.0,0.6572262295158303,1.7916705247399787
6222024289233844,7,3109.61,2,0,6,6,6,0.2857142857142857,极高,363.0,480.0,1293.0,1.322604421745197,1.291297815028966
6222023597724331,9,3438.48,2,0,7,5,9,0.2222222222222222,极高,300.25,3780.0,623.0,0.6558813559296904,1.2709982837226645
6222023555656321,10,3416.12,2,0,8,5,10,0.2,高,207.11111111111111,300.0,454.0,0.6339301963744673,0.9478746909056692
6222023479708607,16,12431.550000000001,2,0,14,8,16,0.125,高,157.46666666666667,1860.0,373.0,0.7584773470473247,3.1011872330527783
6222024460967357,9,10108.64,2,0,8,6,9,0.2222222222222222,极高,330.25,2100.0,804.0,0.788751322741392,1.2511813045419498
6222023710566582,9,6765.84,2,0,9,7,9,0.2222222222222222,极高,322.25,7200.0,889.0,0.8058250882837739,1.1836479721056
6222024026113008,9,5677.65,2,0,8,6,8,0.2222222222222222,极高,364.25,1920.0,892.0,0.9023172802830376,1.1410206588927114
6222024696689457,11,5198.74,2,0,8,6,10,0.18181818181818182,高,288.4,300.0,750.0,0.7923648664775279,2.4661956132539102
6222024633987776,13,4444.45,2,0,13,8,13,0.15384615384615385,高,240.75,2880.0,541.0,0.7487203687194012,1.767535258900173
6222028285786023,10,2505.81,2,0,10,6,10,0.2,高,157.0,3180.0,310.0,0.5404262482882736,0.8622616547804863
6222024482141802,3,1317.02,2,0,2,3,3,0.6666666666666666,极高,238.5,1800.0,447.0,1.236325063961385,0.7345603887064799
6222024466589567,11,6071.96,2,0,10,6,11,0.18181818181818182,高,277.1,1440.0,826.0,0.8909478186851882,1.262113597118676
6222023693985578,7,5419.51,2,1,7,5,7,0.2857142857142857,极高,313.1666666666667,480.0,656.0,0.9111422732252238,2.3049915976133644
6222025567816720,8,5671.62,2,0,8,5,8,0.25,极高,269.7142857142857,240.0,621.0,0.9157831835126101,0.8462786675666284
6222025607762160,12,4894.32,2,0,12,8,12,0.16666666666666666,高,241.45454545454547,720.0,1367.0,1.5692868010852759,2.3650788501072433
6222024919706735,12,6454.47,2,0,11,6,12,0.16666666666666666,高,260.3636363636364,4800.0,615.0,0.6415032298571602,1.2102145908967854
6222026320115677,7,2796.23,2,0,7,6,7,0.2857142857142857,极高,471.6666666666667,900.0,1086.0,0.7672119438196346,1.794509932410526
6222022232285036,13,5584.94,2,0,11,8,13,0.15384615384615385,高,151.66666666666666,540.0,466.0,1.0525234443908669,1.6438261381829744
6222026474354351,14,8993.31,2,0,14,8,13,0.14285714285714285,高,224.3846153846154,360.0,793.0,1.213579222901779,1.5850844467714884
6222026618926823,9,13319.51,2,0,8,4,9,0.2222222222222222,极高,235.25,1200.0,639.0,0.8528445526850315,1.0265301167631453
6222022149938334,11,5576.45,2,0,10,7,11,0.18181818181818182,高,257.3,1860.0,759.0,0.8523633669036724,0.9554351226450342
6222027249213370,11,11171.390000000001,2,0,10,7,11,0.18181818181818182,高,279.1,5940.0,814.0,0.8872023907902817,2.7679697041593716
6222026231117883,5,1466.37,2,0,5,4,4,0.4,极高,334.0,8040.0,442.0,0.4279936367207972,0.6988155860783992
6222027533932947,7,2581.26,2,0,7,5,7,0.2857142857142857,极高,275.3333333333333,3060.0,1111.0,1.49592837754507,1.1748789830046533
6222027292076361,9,12995.0,2,0,9,7,9,0.2222222222222222,极高,351.875,240.0,1284.0,1.2664332067659356,1.4807797126072875
6222025972484792,9,5649.48,2,0,8,5,9,0.2222222222222222,极高,340.5,1320.0,1128.0,1.1495237167211996,1.4986982766368422
6222022274350418,5,1150.26,2,0,5,4,5,0.4,极高,280.75,600.0,526.0,0.837315782791436,1.0595701013535588
6222022452066459,8,887.15,2,0,8,5,8,0.25,极高,292.85714285714283,5940.0,469.0,0.4554556589041798,1.1607108160261628
6222025951406973,13,8867.78,2,0,12,7,12,0.15384615384615385,高,210.41666666666666,780.0,567.0,0.7862293794115327,1.4179447704886308
6222029916336966,5,1415.04,2,0,5,4,5,0.4,极高,465.5,1440.0,1428.0,1.4088678311756218,1.0801781167800273
6222026923301988,9,2354.8,2,0,9,7,9,0.2222222222222222,极高,339.25,2400.0,1391.0,1.3175221757451805,1.615059378291674
6222026884882440,5,851.6700000000001,2,0,5,3,5,0.4,极高,170.25,300.0,438.0,1.1481009755883629,0.14798033436683775
6222026756332150,11,7444.7300000000005,2,0,11,7,11,0.18181818181818182,高,252.9,3000.0,729.0,0.740636251411629,1.1931582850351383
6222027114223633,11,3779.25,2,0,8,7,11,0.18181818181818182,高,241.7,960.0,743.0,0.9357653709636332,2.0525045361374628
6222027146318035,8,4622.15,2,0,7,7,8,0.25,极高,369.42857142857144,2220.0,1145.0,1.0330260529611708,1.4559285635927206
