card_no,总交易次数,总金额,欺诈次数,可疑次数,唯一商户,唯一地区,唯一设备,欺诈率,风险等级,平均间隔小时,最小间隔分钟,最大交易间隔,间隔变异系数,金额波动率
6222022067970820,11,3654.95,0,0,11,7,11,0.0,低,251.3245,1926.2333333333333,708.6538888888889,0.8150245432713084,1.9721755782214427
6222022094024844,13,7513.719999999999,0,0,12,8,12,0.0,低,162.83388888888888,1452.0333333333333,487.1958333333333,0.9513106805764088,1.505313760588295
6222022125089309,7,1716.97,0,0,6,5,7,0.0,低,503.2748611111111,10025.8,1244.3166666666666,0.9488647448323146,1.8562366404734685
6222022139027119,14,4005.16,0,0,12,8,14,0.0,低,250.84277777777777,1081.4,538.4141666666667,0.7763310877120317,2.0373149809217543
6222022140169349,11,3308.15,0,0,10,7,11,0.0,低,312.3083888888889,3700.4,994.09,1.0072454437034897,0.9152324443577079
6222022145921803,8,5244.45,0,0,8,6,8,0.0,低,372.49123015873016,114.6,1285.7797222222223,1.2367408378962992,1.5847194238739315
6222022149938334,11,5576.45,0,0,10,7,11,0.0,低,338.0425833333333,60.75,760.0483333333333,0.8591640899297739,1.5844758250584214
6222022181241943,9,2935.36,0,0,7,8,9,0.0,低,286.6013888888889,8446.633333333335,582.4216666666666,0.5060207732122197,1.1213941463732588
6222022188332531,13,3630.04,0,0,11,8,13,0.0,低,259.8403703703704,991.1333333333333,607.35,0.7659285999169595,1.0738674553459295
6222022227193073,12,7590.85,0,0,10,7,11,0.0,低,166.40131313131312,327.40000000000003,488.31305555555554,1.0359716921065338,2.489244952394238
6222022232285036,13,5584.94,0,0,11,8,13,0.0,低,281.2419675925926,1260.75,986.3933333333333,1.045102213665061,1.7714722828173701
6222022274350418,5,1150.26,0,0,5,4,5,0.0,低,776.810625,13807.033333333333,1413.0725,0.7278037925297061,1.2808790877861969
6222022320763135,17,11205.27,0,0,15,8,17,0.0,低,205.64411458333333,1408.6,933.2961111111111,1.0716286859925712,1.5618354176385976
6222022351531223,14,8371.79,0,0,13,7,14,0.0,低,186.71643162393164,187.28333333333333,452.0419444444444,0.7016392773769385,1.69193649494181
6222022439622619,12,3707.6,0,0,10,6,12,0.0,低,195.6415404040404,1414.6000000000001,454.12638888888887,0.7631948592726999,0.8890082404399045
6222022445662585,9,2762.19,0,1,8,8,9,0.0,低,411.2836111111111,1224.7333333333333,978.3158333333333,0.9419654629206935,1.5753872180552757
6222022452066459,8,887.15,0,0,8,5,8,0.0,低,435.9246825396825,3159.5499999999997,1934.0247222222222,1.5661540827035147,1.1763170071716496
6222022465576748,12,4093.4900000000002,0,1,12,7,12,0.0,低,252.2363383838384,353.3833333333333,611.4641666666666,0.7896155977718424,1.1174547056138548
6222022503068227,8,1521.69,0,0,6,7,8,0.0,低,496.96555555555557,521.9333333333333,1446.9655555555555,1.100204119468801,2.106538312941017
6222022566942273,14,7159.12,0,1,11,7,14,0.0,低,261.09536324786325,2256.4666666666667,913.6627777777778,0.9179849926298788,1.3106744291851589
6222022591589823,14,14387.3,0,0,14,7,14,0.0,低,235.7459188034188,8.25,926.7694444444444,1.0368327117438891,1.854371933764217
6222022625792787,15,6656.28,0,0,13,6,15,0.0,低,251.13920634920638,381.15,982.6094444444444,1.1874904045233883,1.513952227495009
6222022627677155,12,4527.04,0,0,11,8,11,0.0,低,282.41795454545456,2087.65,650.9508333333333,0.8673909267049819,0.9512791850885981
6222022699887270,8,2319.22,0,0,7,6,8,0.0,低,442.1819047619048,3286.5499999999997,1181.5622222222223,0.8926679936897235,1.4790585330081942
6222022811967841,7,3541.2999999999997,0,0,6,4,7,0.0,低,527.0715740740741,1595.7833333333333,1879.9683333333332,1.3817839204853275,1.1143956259298375
6222022812140441,5,3739.9799999999996,0,1,5,3,4,0.0,低,505.653125,6814.35,992.7227777777778,0.7565900402025811,1.5371302160595102
6222022825989011,6,1980.5,0,0,6,4,6,0.0,低,518.2886111111111,464.98333333333335,2136.889166666667,1.7579726439203416,0.8730251791526843
6222022867302554,9,5052.5199999999995,0,0,9,7,9,0.0,低,370.1867013888889,272.83333333333337,1567.713611111111,1.3854944108466785,1.4025424372726716
6222022926780541,12,4786.81,0,0,11,9,12,0.0,低,311.4731313131313,1414.5333333333333,943.7675,0.9222659223476791,1.5498856278726982
6222022948728483,9,2683.52,0,0,9,6,9,0.0,低,400.6715277777778,4401.849999999999,812.5891666666666,0.7593037025216329,1.6424772891861628
6222022960488639,16,5332.46,0,0,13,8,15,0.0,低,236.88335185185184,950.35,589.3830555555555,0.7306705728130429,1.97796478092203
6222022970753705,8,2858.07,0,0,7,4,8,0.0,低,469.02309523809527,2830.0499999999997,1717.828888888889,1.333704414136847,0.9961925141603432
6222022982979741,6,2548.75,0,0,5,4,6,0.0,低,597.1887222222223,20286.15,1249.0597222222223,0.6520166288380499,2.0456220384650328
6222023030106617,14,4619.92,0,0,10,9,14,0.0,低,273.0035897435897,1450.2666666666667,709.4672222222222,0.786111594596624,1.766209725165323
6222023196545325,16,6436.55,0,0,14,8,16,0.0,低,225.71335185185185,264.8,894.1144444444444,0.9727261438803261,1.28371714344935
6222023303082117,6,6183.51,0,0,6,3,6,0.0,低,259.47816666666665,2666.5,631.4761111111111,0.925183586943717,0.9326134912057333
6222023316787198,12,2133.14,0,0,11,7,11,0.0,低,311.3740656565656,1707.5833333333333,923.9638888888888,0.9534381582161352,1.532135565282334
6222023328710672,9,5917.04,0,0,9,6,9,0.0,低,372.4248958333333,6126.533333333333,723.4322222222222,0.5122521258037869,1.3347338123269734
6222023343292475,13,6042.84,0,0,11,7,13,0.0,低,241.41282407407405,145.4,1118.7791666666667,1.4522969737424973,1.9599051280004753
6222023361388464,10,5043.099999999999,0,0,9,9,10,0.0,低,281.14935185185186,2030.9666666666667,818.9722222222222,0.8653197346338838,1.4711716257974856
6222023363629219,10,7986.719999999999,0,0,9,5,10,0.0,低,321.5116049382716,3822.4333333333334,819.1291666666667,0.7976325936266015,2.097616132816718
6222023392080953,7,3237.18,0,0,7,5,7,0.0,低,502.42125000000004,5667.883333333333,1181.4322222222222,0.8260692624665412,1.6527349843482602
6222023476426797,9,9638.89,0,1,8,7,9,0.0,低,300.41375,381.34999999999997,619.0361111111112,0.6798443085841473,2.4593712817465136
6222023479708607,16,12431.550000000001,0,0,14,8,16,0.0,低,210.23401851851852,355.5333333333333,1010.8483333333334,1.3158958118060136,1.6095729573238504
6222023553440342,12,10052.27,0,2,11,6,12,0.0,低,229.7292676767677,1161.3666666666668,491.5086111111111,0.7438004290860347,2.078848982140425
6222023555656321,10,3416.12,0,0,8,5,10,0.0,低,349.4474074074074,9069.033333333333,543.3172222222222,0.3907073287640948,0.8418151238626994
6222023597724331,9,3438.48,0,0,7,5,9,0.0,低,414.4088888888889,9777.416666666666,844.275,0.5352072851520222,1.0957396001873725
6222023615507143,9,2478.45,0,0,8,6,9,0.0,低,417.69944444444445,3014.65,968.0883333333334,0.9519990871263703,1.5346283304449637
6222023660223333,12,5258.81,0,0,11,8,12,0.0,低,308.28371212121215,2693.9,1493.9508333333333,1.3406632895544413,1.9178935595226763
6222023691864041,9,3899.28,0,0,9,7,9,0.0,低,364.0364236111111,1935.9666666666665,786.3983333333333,0.6794365218650142,1.6886948451826396
6222023693985578,7,5419.51,0,1,7,5,7,0.0,低,457.92495370370375,482.7833333333333,958.1661111111111,0.9822813817540912,2.1983815909690487
6222023694860228,10,3866.65,0,0,10,7,9,0.0,低,368.01969135802466,4428.05,892.7883333333333,0.7753132310852789,1.3825447417540127
6222023710566582,9,6765.84,0,0,9,7,9,0.0,低,321.26135416666665,1905.7666666666667,686.2958333333333,0.7750751488024438,1.2040911089441217
6222023746317213,14,9940.72,0,0,13,6,14,0.0,低,225.42576923076922,515.0166666666667,1086.0236111111112,1.2973615536460483,1.5970444214264095
6222023783290795,7,5787.44,0,0,7,5,7,0.0,低,508.41578703703703,2593.35,1226.7822222222221,1.1058177284554769,1.4822080542831388
6222023792347639,11,5840.35,0,0,11,6,11,0.0,低,320.18775,2630.5333333333333,974.1111111111111,0.8229573991853404,1.4044670292251031
6222023799264931,9,2971.48,0,0,9,7,9,0.0,低,319.5812847222222,2282.1833333333334,833.7322222222223,0.964317718159193,0.8585131075871393
6222023849232839,13,5568.400000000001,0,0,13,7,13,0.0,低,274.1540972222222,3182.916666666667,586.2027777777778,0.6492857055040695,1.6288734737823949
6222023875303857,17,7739.07,0,0,15,7,17,0.0,低,200.01305555555555,669.4666666666667,516.8872222222222,0.9236492991358848,2.166499880350015
6222023880327491,13,3473.27,0,0,12,7,13,0.0,低,275.038125,1265.65,975.4916666666667,0.968995270131796,1.495761668398864
6222023980491761,7,5138.12,0,0,6,7,7,0.0,低,371.3162962962963,4552.816666666667,825.6552777777778,0.8938715700017003,1.8480362380165565
6222023987248494,8,4941.639999999999,0,1,8,6,8,0.0,低,468.4845634920635,1098.9333333333334,1472.2141666666666,1.0252789567747744,0.9343586600088853
6222024026113008,9,5677.65,0,0,8,6,8,0.0,低,401.8701388888889,3345.6499999999996,878.4763888888889,0.8222080792372859,0.9407040590506069
6222024034047118,14,4232.55,0,1,13,6,14,0.0,低,268.7913888888889,155.71666666666664,882.8644444444444,0.846987928441704,1.0175239510946643
6222024070964768,7,3415.89,0,0,6,4,7,0.0,低,411.7875925925926,8195.516666666666,667.0622222222222,0.41364608852647206,1.0516664408953422
6222024095476665,9,2001.91,0,1,9,7,9,0.0,低,386.9540625,4312.016666666666,1363.835,1.2136758994335433,0.9444227248012776
6222024131356954,12,4843.25,0,0,10,8,12,0.0,低,263.30674242424243,4762.366666666667,535.5408333333334,0.6295160749106973,1.8718656597489924
6222024131575764,5,1760.95,0,0,5,4,5,0.0,低,281.23361111111114,4077.7666666666664,674.4036111111111,0.9716472955937265,0.6737164073957594
6222024163119785,13,10539.33,0,1,12,9,13,0.0,低,266.4727314814815,5121.216666666666,899.6633333333333,0.8828995589468239,1.7572934740304784
6222024226113732,14,6670.03,0,0,14,9,14,0.0,低,223.86786324786323,651.5,527.9261111111111,0.7676416823507713,1.8678824024897647
6222024239406957,10,2503.54,0,0,7,6,10,0.0,低,395.7286419753086,4569.599999999999,1056.0933333333332,0.8689083883468923,0.9097412574472565
6222024274958945,7,3491.6200000000003,0,0,7,5,7,0.0,低,541.7087962962963,2056.75,1399.3141666666668,0.9284179894597028,2.2139923141459517
6222024289233844,7,3109.61,0,0,6,6,6,0.0,低,494.88884259259254,1460.0500000000002,1248.6391666666666,0.9972562347959484,0.9516959515157464
6222024311931853,8,5093.81,0,1,6,5,8,0.0,低,482.6781746031746,5628.966666666667,1191.851111111111,0.7366837575123454,1.8411941683481905
6222024332894265,14,6112.87,0,0,14,7,14,0.0,低,247.06596153846155,144.86666666666667,842.0508333333333,0.9927703933263313,1.4356433841268654
6222024361393222,14,7040.780000000001,0,0,14,7,14,0.0,低,197.7980128205128,280.21666666666664,511.8441666666667,0.8139831286901602,1.547273316822878
6222024460967357,9,10108.64,0,0,8,6,9,0.0,低,383.22996527777775,1080.9666666666667,841.0711111111111,0.6886361627382471,1.6408370577938558
6222024466589567,11,6071.96,0,0,10,6,11,0.0,低,290.7390277777778,288.53333333333336,1196.6733333333334,1.1844347641314843,0.8645523724355785
6222024482141802,3,1317.02,0,0,2,3,3,0.0,低,803.6058333333334,4113.7,1538.65,1.293556351042619,1.2890101528133528
6222024482238042,16,5073.68,0,1,13,9,15,0.0,低,215.56687037037037,223.26666666666665,914.3094444444445,1.2790372592330408,1.5990820960954681
6222024518871744,10,2659.69,0,0,9,6,10,0.0,低,367.1999691358025,4576.783333333333,892.0580555555556,0.7318034364037244,1.3223069611059626
6222024590711152,10,7015.59,0,0,9,6,10,0.0,低,359.204012345679,2477.3166666666666,843.3469444444445,0.7730591765206423,1.5254776173634754
6222024633987776,13,4444.45,0,0,13,8,13,0.0,低,272.5366898148148,16.666666666666668,623.1991666666667,0.6443060988555432,1.408086417103372
6222024642197907,12,5384.76,0,1,10,8,12,0.0,低,325.6806565656566,321.6,1105.8513888888888,0.9801336364352873,1.315921175929974
6222024643576871,6,5249.0599999999995,0,0,6,4,6,0.0,低,560.5995,3029.5666666666666,1388.3266666666666,0.9704919155016266,1.3831229024410445
6222024645120421,8,1717.81,0,0,8,5,8,0.0,低,475.6930555555556,6379.183333333333,1178.4772222222223,0.9348579972655048,0.8689910399151559
6222024696689457,11,5198.74,0,0,8,6,10,0.0,低,222.53302777777776,310.1166666666667,461.08944444444444,0.6727690968782667,1.602730213218064
6222024700855390,9,2335.12,0,0,8,6,9,0.0,低,381.6405555555556,554.9166666666667,893.4794444444444,0.7967507305520654,2.3011135013666832
6222024712367625,10,3013.21,0,0,8,7,10,0.0,低,269.9506790123457,1632.3666666666666,593.5394444444445,0.8084416077872877,1.087484791118368
6222024713453204,15,6840.21,0,0,15,7,15,0.0,低,255.76646825396827,1038.4833333333333,774.2463888888889,0.8333448033227829,2.0191195168960556
6222024745927824,10,3146.65,0,0,10,5,10,0.0,低,384.3197839506173,2359.85,1299.2397222222223,1.130130654507794,0.9230104609145501
6222024776436931,10,9896.39,0,0,9,7,10,0.0,低,301.0146913580247,411.0333333333333,852.4738888888888,0.9314365708362319,1.4616253140360909
6222024783282817,10,1862.11,0,0,10,6,10,0.0,低,311.76327160493827,2786.75,893.8572222222223,0.880652547885211,0.7884457117327229
6222024853479481,17,6569.46,0,1,14,8,17,0.0,低,221.48711805555556,149.01666666666668,730.7544444444444,1.0815839920804862,1.0941119181556116
6222024877520294,8,16213.79,0,0,8,5,8,0.0,低,329.33384920634927,10899.75,563.3469444444445,0.40503429899154314,1.9319297513513745
6222024882343658,8,3915.9,0,0,8,7,8,0.0,低,399.0438492063492,2217.883333333333,1055.8644444444444,1.0006408358221877,0.8337951329919328
6222024888749350,12,3881.5299999999997,0,1,11,6,12,0.0,低,267.4585858585859,1138.1833333333334,713.9322222222222,0.7842982778744032,1.4725476725881925
6222024919706735,12,6454.47,0,0,11,6,12,0.0,低,243.19439393939393,99.76666666666667,595.0913888888889,0.7393614900907542,2.3173472313245598
6222024965395580,6,957.72,0,0,6,5,6,0.0,低,587.829388888889,2836.5333333333333,1157.7025,0.7960324573884384,1.4155620921993737
6222024993808565,13,5324.89,0,0,11,6,13,0.0,低,279.0585185185185,185.39999999999998,817.0069444444445,0.9581411852115527,1.6137515996438614
6222025033992825,8,1696.1,0,1,7,7,8,0.0,低,346.2594047619048,2985.35,1524.4166666666667,1.5182883903096527,0.6594691111396012
6222025067116918,7,2294.73,0,0,7,6,7,0.0,低,475.997037037037,4253.45,1321.8483333333334,1.0680754714821978,1.498808989517737
6222025078551333,5,3138.42,0,0,5,4,5,0.0,低,855.379375,23305.55,1731.8972222222221,0.703056025689347,1.1592553439673843
6222025160575046,10,3510.6,0,1,10,7,10,0.0,低,294.2970987654321,731.5333333333333,574.935,0.6000792308321353,1.7688836007994386
6222025161807235,7,3243.89,0,0,6,7,7,0.0,低,395.42819444444444,9141.6,669.8613888888889,0.6080212720346191,0.7109909711320656
6222025278201677,18,5857.82,0,1,15,8,17,0.0,低,171.78986928104575,444.85,762.0822222222222,1.1355030875684684,1.1806385041872285
6222025284391408,13,3964.98,0,1,9,7,13,0.0,低,257.52442129629634,1847.5833333333333,729.3036111111111,0.9223047864631787,1.9146132095715112
6222025296710795,6,3627.57,0,0,6,5,6,0.0,低,580.8482222222223,14721.5,1411.9944444444445,0.8374697607348741,1.359895822666126
6222025310195918,11,5475.83,0,1,10,7,10,0.0,低,342.4244722222222,42.41666666666667,1401.6844444444444,1.2730256967428584,1.0137696633945068
6222025419627962,11,4546.0199999999995,0,0,10,9,11,0.0,低,353.39180555555555,182.7,1078.0222222222221,0.9812869209451552,1.5381540846942787
6222025510938155,11,4397.62,0,0,10,7,11,0.0,低,284.60952777777777,3924.1000000000004,957.055,0.9902263755035108,1.7722852501722033
6222025567816720,8,5671.62,0,0,8,5,8,0.0,低,376.1136507936508,9354.083333333334,821.2286111111111,0.7411585996450554,1.9184970600994584
6222025570828113,6,1019.97,0,0,5,6,6,0.0,低,586.0561111111111,2562.9,1302.8875,0.9814381356012367,1.2910302990119853
6222025607762160,12,4894.32,0,0,12,8,12,0.0,低,287.21103535353535,840.85,889.4913888888889,0.8633951607191704,2.309904653423946
6222025646751885,6,4531.86,0,1,6,5,6,0.0,低,597.4668333333333,4151.466666666667,1386.2794444444444,0.9018758220603464,0.8734199432279774
6222025659161352,9,2918.15,0,0,8,6,9,0.0,低,383.74319444444444,4533.283333333334,964.3977777777778,0.7636240176428284,1.382666038321466
6222025693307665,7,6584.4,0,0,6,6,7,0.0,低,486.53055555555557,12664.183333333334,1139.845,0.7016999354838032,1.3046086217484179
6222025710360983,6,4305.37,0,1,6,5,6,0.0,低,328.68255555555555,4206.566666666667,709.2055555555555,0.8494588466704291,1.2666506661458417
6222025728765136,9,3848.06,0,0,9,8,8,0.0,低,402.24079861111113,3096.05,1369.3908333333334,1.08426612204953,1.3758231926615614
6222025736462531,7,2428.42,0,0,6,4,7,0.0,低,507.80675925925925,4527.016666666666,936.805,0.747414025686022,0.8160558601604753
6222021106456634,11,3858.83,0,0,9,9,10,0.0,低,283.6456944444445,1094.6666666666665,1215.286388888889,1.3285596771667791,1.6928382117017786
6222025759234471,15,7453.360000000001,0,0,14,7,15,0.0,低,187.18448412698413,504.83333333333337,624.7502777777778,0.9492969339117657,1.4165610433918654
6222025774080233,7,1747.9600000000003,0,0,6,5,7,0.0,低,411.5495833333334,1994.95,1140.0597222222223,0.9873211905610733,1.1292739348228378
6222025837082260,9,3281.66,0,0,8,5,9,0.0,低,349.2059722222223,2025.05,1106.7672222222222,0.9959936269528642,2.4712440183289552
6222025871743247,15,5941.96,0,0,13,9,15,0.0,低,192.90126984126982,195.76666666666668,926.7352777777778,1.2967104466701278,1.6210037272535949
6222025931025271,3,3395.4,0,0,2,3,3,0.0,低,924.2327777777778,22213.983333333334,1478.2325,0.8477019421464106,1.327020276509658
6222025951406973,13,8867.78,0,0,12,7,12,0.0,低,301.45050925925926,244.29999999999998,660.0730555555556,0.7693209822405603,1.843472465843225
6222021116402431,11,10390.55,0,0,11,6,11,0.0,低,248.27283333333335,949.9,699.5125,0.8384580114767337,1.2149644649210485
6222025996775663,5,1619.03,0,0,4,4,5,0.0,低,705.7181250000001,3316.3333333333335,1185.6533333333334,0.6827256507245053,1.3787857162538597
6222026009268066,11,3758.85,0,0,9,7,11,0.0,低,317.7058055555555,1874.8,718.5491666666667,0.8019204559208882,1.757796298368378
6222026124453431,14,8338.45,0,0,13,9,13,0.0,低,254.33974358974362,3147.9,532.1569444444444,0.5896978030218527,1.3686447561484816
6222026204041308,12,5484.45,0,0,10,8,12,0.0,低,260.0259848484848,520.85,732.45,1.0308206835996443,1.7429210507760702
6222026231117883,5,1466.37,0,0,5,4,4,0.0,低,618.0568055555556,364.56666666666666,1265.723888888889,0.8594575430854339,1.3598211716274613
6222026237376063,17,12927.84,0,0,16,8,17,0.0,低,208.34399305555556,1506.1333333333334,621.5194444444444,0.7900974734072771,2.556340191302908
6222026241752544,13,4232.16,0,0,12,6,12,0.0,低,286.0580092592593,2907.3333333333335,551.725,0.5845517572831334,0.7525890748377823
6222026242173772,5,4158.24,0,0,5,3,5,0.0,低,702.7859722222222,165.35,1210.0622222222223,0.8280583847419146,1.0970709784587978
6222026288227800,15,5872.73,0,1,15,8,15,0.0,低,238.65579365079364,863.85,852.2433333333333,1.0105989043360402,1.2271936659083482
6222026305160342,12,6128.9800000000005,0,0,12,7,12,0.0,低,313.4943686868687,2044.5666666666666,1031.5133333333333,0.9700934927710954,1.6731982151577005
6222026317189421,6,1892.2199999999998,0,0,6,5,6,0.0,低,701.7784444444444,240.75,2552.5197222222223,1.515747043860444,2.206442033015079
6222026320115677,7,2796.23,0,0,7,6,7,0.0,低,443.22,1907.0333333333333,1650.3986111111112,1.3873893375086144,0.9322176479223185
6222021127978094,12,11413.51,0,0,12,7,12,0.0,低,309.18335858585857,1452.05,935.7711111111112,0.9318689769731398,2.360742046532805
6222026464693977,11,3571.5,0,1,10,6,11,0.0,低,328.7913888888889,1176.7666666666669,1086.9716666666666,1.2444457305451129,1.9818524950875844
6222026474354351,14,8993.31,0,0,14,8,13,0.0,低,237.50463675213675,191.88333333333333,930.2069444444444,1.1233064587723738,1.7034532982784854
6222026488854841,11,4293.4400000000005,0,0,8,7,11,0.0,低,338.35152777777773,183.1,1019.1488888888889,1.0059603247205766,1.442751493339288
6222021248786714,7,1856.79,0,0,7,6,7,0.0,低,448.9875925925926,14123.25,928.3725,0.5524894961188269,1.8330545804623
6222026493800024,8,4143.22,0,0,8,6,8,0.0,低,458.7622222222222,523.15,1686.058888888889,1.2518517977445722,1.3407117756384193
6222026583444930,13,5485.33,0,0,12,9,13,0.0,低,294.54618055555557,137.16666666666666,1524.8172222222222,1.5306004947614515,1.0676460341625031
6222026587537178,10,3473.9900000000002,0,1,10,6,10,0.0,低,362.12703703703704,3212.016666666667,940.8888888888889,0.8820862017045231,1.0995628762036405
6222026618926823,9,13319.51,0,0,8,4,9,0.0,低,372.6682638888889,1483.7833333333333,997.1963888888889,0.8654698812947865,2.3146890151324073
6222026633778586,18,13143.2,0,0,14,10,18,0.0,低,210.2016503267974,841.85,1058.6355555555556,1.207459102284123,1.4504688939823227
6222026642201119,9,2996.91,0,0,9,7,9,0.0,低,408.80586805555555,1118.7166666666667,716.3455555555555,0.6653933017601855,0.9502086139876557
6222026649827836,7,5849.67,0,0,6,5,7,0.0,低,473.9418055555555,1544.85,754.3716666666667,0.5594173272483752,1.0634149855487196
6222026687206971,8,4549.39,0,0,7,7,7,0.0,低,360.69960317460317,3993.3500000000004,819.3072222222222,0.8818777782832267,1.329028258663648
6222026698759353,6,1166.23,0,0,6,6,6,0.0,低,612.033,1422.5166666666667,1235.1663888888888,0.9142060935884817,1.571240797725927
6222021311570307,10,3814.85,0,1,9,8,10,0.0,低,382.82098765432096,1173.25,1837.7041666666667,1.494184181614681,1.030157407175781
6222026756332150,11,7444.7300000000005,0,0,11,7,11,0.0,低,329.68508333333335,755.3666666666667,1084.3094444444444,0.9983702477824884,2.559115609741153
6222026805759868,13,4555.15,0,1,12,7,12,0.0,低,276.73706018518516,661.1666666666666,717.6386111111111,0.8650213117050519,1.9469723451895162
6222026859286614,7,1757.75,0,0,6,5,7,0.0,低,381.79328703703703,2749.6333333333337,899.8502777777778,0.8433853111325729,1.7740354882551237
