txn_id,card_no,cardholder_name,id_card,phone,txn_amount,currency,merchant_id,merchant_name,mcc,txn_type,channel,country,province,city,device_id,ip,pos_entry_mode,installment,cashback,risk_score,rule_hit,manual_review,manual_result,auth_code,issuer_bank,acquirer_bank,terminal_id,fraud_label,label_source
T000020242104,622202******0865,尤*勇,4789**********8531,175****3365,475.02,CNY,M800646,麦当劳,5411,转账,APP,中国,福建省,青岛,ece7ed28a0a3f7b4,9b11156106513143,MAG,,,9,,否,,640472,农业银行,收单行B,TERM626100,0,unknown
T000020242357,622202******7195,周*鹏,1974**********1296,186****2715,54.3,CNY,M130094,屈臣氏,5999,消费,QR,中国,四川省,上海,f064761fbd509ced,f291dde852ca380b,MANUAL,24.0,,1,,否,,309407,招商银行,收单行A,TERM686674,0,unknown
T000020241836,622202******2071,张*飞,3203**********6244,191****5913,157.85,CNY,M437960,京东商城,5211,消费,MOBILE,中国,上海市,广州,9469c4521c54c545,2acd13d91cee02af,MANUAL,,5.63,7,,否,,551437,中国银行,收单行A,TERM381007,0,unknown
T000020242720,622202******7463,周*俊,4444**********1388,131****8564,6930.6,CNY,M497399,微信支付,4111,预授权,QR,中国,四川省,郑州,b5478091c7a87c71,bbb47985163f764b,CONTACTLESS,,,92,"R002,R003",否,,697771,招商银行,收单行A,TERM838186,1,chargeback
T000020242497,622202******8586,蒋*国,3209**********8528,152****5654,125.1,CNY,M886931,京东商城,5999,消费,POS,中国,福建省,北京,bfc680feb53d786b,1f9ae79dce141e10,MAG,,5.46,9,,否,,871659,招商银行,收单行B,TERM627306,0,unknown
T000020242998,622202******5390,周*博,2493**********5029,196****8931,166.96,CNY,M912270,中国石油,5999,消费,POS,中国,河南省,深圳,d601c58add57bb56,a68619ca9eee6654,ECOM,,0.45,4,,否,,341646,交通银行,银联,TERM101645,0,unknown
T000020242054,622202******3370,尤*超,5684**********7841,131****8503,183.67,CNY,M284692,华润万家,5814,消费,MOBILE,中国,四川省,深圳,795caee9992266ce,094e427530575058,CONTACTLESS,,,5,,否,,669110,中信银行,银联,TERM173253,0,unknown
T000020241373,622202******1333,孙*华,4892**********5314,157****2036,105.09,CNY,M912270,滴滴出行,5311,消费,APP,中国,河南省,广州,cf05761e01c14a7f,3f9f2555ba3916cf,MANUAL,6.0,0.74,18,,否,,102802,招商银行,收单行A,TERM610527,0,unknown
T000020243307,622202******2302,华*博,1570**********9977,133****7181,252.57,CNY,M993085,天猫超市,5814,消费,POS,中国,广东省,成都,d3811db8ca64abfb,90dea7a4619032dc,CONTACTLESS,,,28,,否,,796034,农业银行,收单行B,TERM947557,0,unknown
T000020243044,622202******4018,陶*健,6240**********6224,172****9499,129.65,CNY,M381433,沃尔玛,5211,转账,ECOM,中国,四川省,深圳,8d6f9c80d1ecdf50,d5e0147092c35836,CHIP,,,27,,否,,218841,建设银行,收单行C,TERM381143,0,unknown
T000020242166,622202******6255,冯*林,4754**********4894,134****9770,295.4,CNY,M912270,屈臣氏,5814,消费,MOBILE,中国,广东省,北京,ad95f7e9774c77f1,45c0f5d44e607c26,MANUAL,,,30,,否,,722821,农业银行,收单行B,TERM137756,1,chargeback
T000020241064,622202******4930,孔*龙,2172**********3976,182****7349,403.13,CNY,M739979,携程旅行,5812,取现,ECOM,中国,广东省,成都,505314b9fdc173a3,11fa257150424d30,MAG,12.0,,14,,否,,295190,工商银行,收单行C,TERM290619,0,unknown
T000020243219,622202******8639,孙*龙,4149**********1372,155****1861,40.39,CNY,M866536,肯德基,5814,消费,MOBILE,中国,湖北省,南京,d32573e5e5e7c405,f3b55d597f981600,ECOM,3.0,,12,,否,,649080,建设银行,收单行C,TERM430984,0,unknown
T000020241711,622202******2150,李*浩,4226**********8769,132****8761,54.41,CNY,M290672,沃尔玛,5311,消费,ECOM,中国,湖北省,南京,39bda7a9da9c46a9,773723573789b719,ECOM,,,22,,否,,601490,工商银行,收单行A,TERM788765,0,unknown
T000020240712,622202******0342,张*勇,3802**********7746,134****0538,840.64,CNY,M618317,沃尔玛,5541,消费,QR,中国,福建省,北京,b7a8383324207b75,bb7e7a5914c8fb6e,CONTACTLESS,,,11,,否,,872303,中信银行,收单行A,TERM499581,0,unknown
T000020240819,622202******8066,孙*华,1867**********7244,179****5698,254.94,CNY,M682144,去哪儿,5311,消费,APP,中国,山东省,成都,2a90f569d360221c,cb3ab0551d0b837c,MAG,,,6,,否,,608306,中信银行,收单行A,TERM186558,0,unknown
T000020243068,622202******0055,郑*兵,1182**********5701,136****8677,111.22,CNY,M452737,优衣库,4111,消费,QR,中国,湖北省,青岛,781e1f9f68f0b5cd,459357deb8c2db18,CONTACTLESS,,2.63,15,,否,,125400,工商银行,收单行A,TERM719387,0,unknown
T000020242057,622202******9421,钱*杰,5523**********4684,153****4051,66.12,CNY,M782054,支付宝,4511,消费,QR,中国,北京市,上海,71ead34f50f26015,678ff1c19827e3ad,CONTACTLESS,,,10,,否,,280040,中信银行,收单行A,TERM389775,0,unknown
T000020242616,622202******1077,陶*凯,3946**********8367,135****2870,484.55,CNY,M322423,中国石化,5814,消费,POS,中国,北京市,南京,9f28cd723241ccc9,48235db48e70b2da,CONTACTLESS,,,17,,否,,866671,农业银行,收单行B,TERM707257,0,unknown
T000020242170,622202******6552,许*杰,6308**********8663,137****1413,1642.35,CNY,M322423,天猫超市,5541,消费,MOBILE,中国,山东省,上海,0500b5a2c2a6207c,fbd1917f39a4664a,MAG,12.0,,18,,否,,219962,中信银行,收单行B,TERM311807,0,unknown
T000020241195,622202******2319,韩*杰,1741**********8973,174****6663,217.76,CNY,M697530,海澜之家,5411,消费,MOBILE,中国,广东省,北京,da472123ebd43993,bc212d3e1a60fa50,CHIP,6.0,,15,,否,,440071,中信银行,收单行B,TERM501942,0,unknown
T000020242026,622202******7136,韩*辉,2207**********8330,177****1858,926.35,CNY,M947458,微信支付,5311,消费,MOBILE,中国,河南省,郑州,56b609d2a70c90bf,d0c4202cee16fb52,MANUAL,,,97,"R002,R003",是,确认欺诈,954477,中信银行,银联,TERM406243,1,chargeback
T000020243346,622202******7136,蒋*华,4221**********4212,187****3291,169.97,CNY,M782054,滴滴出行,5999,转账,MOBILE,中国,浙江省,北京,4e70ce0449f31883,d77a626c00a403da,MAG,,,30,,否,,761131,建设银行,收单行B,TERM499576,0,unknown
T000020242995,622202******6486,郑*峰,4706**********3306,172****3063,391.42,CNY,M725113,海澜之家,5211,转账,APP,中国,福建省,成都,0db97f43811b2f0f,ad954dfa3a77c1f9,MAG,,16.33,4,,否,,625441,建设银行,收单行C,TERM123210,0,unknown
T000020241099,622202******0509,秦*东,2577**********6476,197****8145,77.07,CNY,M110644,天猫超市,4111,消费,APP,中国,上海市,上海,684d47e089d38b3d,a1c390cf3c016437,MAG,,,13,,否,,814096,招商银行,收单行C,TERM609719,0,unknown
T000020241016,622202******7155,华*国,3969**********7828,136****1928,119.54,CNY,M587282,微信支付,4511,消费,POS,中国,江苏省,杭州,1001a28c1347511c,3d8b5c650bb266d9,ECOM,,1.4,0,,否,,507923,交通银行,收单行B,TERM671540,0,unknown
T000020243211,622202******9309,朱*辉,2461**********8626,175****6721,373.13,CNY,M587282,沃尔玛,4511,消费,POS,中国,广东省,广州,d9e2584ca99205a1,3da555b6751c4a31,MAG,,17.7,16,,否,,901133,中国银行,收单行C,TERM240089,0,unknown
T000020243567,622202******4265,赵*国,1298**********2493,158****6184,446.53,CNY,M587282,天猫超市,4511,消费,POS,中国,江苏省,深圳,39bda7a9da9c46a9,c3147725331f7234,MAG,12.0,5.18,21,,否,,414621,中信银行,收单行A,TERM224329,0,unknown
T000020242241,622202******5325,蒋*勇,2217**********3435,174****9193,92.38,CNY,M389688,京东商城,4511,消费,POS,中国,山东省,北京,88b55baf99ac84cd,570817b6b95853ee,CHIP,,,19,,否,,940231,工商银行,收单行C,TERM391818,0,unknown
T000020242919,622202******9353,杨*东,2989**********2980,132****1293,43.98,CNY,M936587,中国石化,5814,预授权,QR,中国,河南省,北京,0ed6490f663d10cf,fbcf7422985d9f72,CHIP,,1.9,29,,否,,447222,中信银行,收单行A,TERM560489,0,unknown
T000020241999,622202******5204,魏*飞,4634**********7128,197****3036,64.9,CNY,M355709,沃尔玛,5814,消费,MOBILE,中国,福建省,南京,f3a0648de95cedb1,bf55cf9afe24c728,MAG,,,12,,否,,740004,中信银行,收单行C,TERM148639,0,unknown
T000020241283,622202******4898,金*杰,5314**********6964,194****9247,126.74,CNY,M682144,携程旅行,5691,消费,QR,中国,四川省,成都,60e4100ef895b7d8,d559727a87913c20,MANUAL,,,13,,否,,479191,浦发银行,收单行C,TERM127147,0,unknown
T000020241198,622202******9785,华*兵,1389**********5254,152****9615,352.8,CNY,M993085,星巴克,5814,消费,QR,中国,浙江省,南京,72d45abc94e9d732,b633518d160ac225,MAG,,,5,,否,,605566,建设银行,收单行A,TERM898571,0,unknown
T000020241366,622202******8607,吕*峰,2664**********7022,198****1064,144.1,CNY,M300337,携程旅行,5211,消费,ECOM,中国,福建省,南京,ecc6232afae96694,1d030963965caebb,MAG,,,25,,否,,143761,浦发银行,收单行C,TERM547840,0,unknown
T000020241624,622202******7492,张*国,6572**********1993,171****4245,934.98,CNY,M886931,中国石油,5411,消费,POS,中国,山东省,广州,dbc7711e2aeaf5ac,09e45cd2c89e4073,CONTACTLESS,,,0,,否,,165310,中国银行,银联,TERM628700,0,unknown
T000020242641,622202******6023,孙*辉,5809**********7048,187****4641,648.11,CNY,M647091,滴滴出行,4511,消费,APP,中国,河南省,青岛,f418011a270a6dd3,090935d2805f30c9,CONTACTLESS,24.0,,12,,否,,387385,农业银行,银联,TERM562117,0,unknown
T000020242164,622202******6486,尤*民,6568**********5589,184****1971,73.4,CNY,M587455,支付宝,4111,消费,MOBILE,中国,广东省,深圳,3a30c525c4093dac,a41e04ebf5d034ac,CONTACTLESS,,0.01,3,,否,,580501,招商银行,收单行A,TERM505494,0,unknown
T000020241817,622202******8607,王*俊,6020**********4321,137****6069,85.27,CNY,M739979,微信支付,5311,消费,QR,中国,上海市,北京,8ac25b4be022b64e,c624e05a553bc49d,MANUAL,,,8,,否,,172589,农业银行,收单行B,TERM734478,0,unknown
T000020242419,622202******3772,孙*凯,5496**********4651,198****5015,566.4,CNY,M936587,滴滴出行,5691,消费,POS,中国,河南省,北京,2df5d93aa8bc68ed,61928f69f0a94a8d,MAG,,23.35,26,,否,,433094,工商银行,收单行C,TERM502882,0,unknown
T000020241923,622202******3481,朱*超,3646**********7450,183****5201,134.38,CNY,M725113,拼多多,5411,取现,APP,中国,上海市,南京,ef68db1716813d4c,37dc2c827a665778,MANUAL,,0.13,13,,否,,546763,中信银行,银联,TERM621862,0,unknown
T000020241470,622202******2071,王*鹏,3545**********7011,181****0275,133.29,CNY,M290672,沃尔玛,4511,消费,ECOM,中国,江苏省,上海,2f34c6e8e284d0b0,c1b56aa470d0598d,ECOM,,1.59,2,,否,,959189,农业银行,收单行A,TERM905309,0,unknown
T000020241873,622202******0983,施*民,6395**********7086,189****4911,56.77,CNY,M965845,肯德基,5211,消费,ECOM,中国,江苏省,广州,d68cf203418635eb,5a714fc70911cf73,ECOM,3.0,0.08,22,,否,,815169,交通银行,收单行A,TERM665703,0,unknown
T000020241263,622202******6486,孔*俊,3273**********7296,188****3338,322.39,CNY,M300337,携程旅行,5812,消费,ECOM,中国,浙江省,广州,4d30b42aa55aa486,913b7bf91592edab,CHIP,12.0,,13,,否,,876705,建设银行,银联,TERM166733,0,unknown
T000020241528,622202******8639,华*平,6300**********9646,159****5309,696.57,CNY,M841666,微信支付,5691,消费,POS,中国,四川省,青岛,21a1476407e46720,baa08f7d9b9a87a8,CHIP,,,0,,否,,906113,交通银行,银联,TERM323416,0,unknown
T000020243337,622202******0541,沈*超,3945**********7215,171****2761,81.28,CNY,M526170,京东商城,5999,消费,ECOM,中国,河南省,杭州,e84927fd4b2ca43f,10f6d10ed6a55ce5,CHIP,,,11,,否,,645571,中国银行,收单行C,TERM895183,0,unknown
T000020241480,622202******9823,钱*飞,3741**********4093,189****0572,4845.17,CNY,M647091,京东商城,5311,消费,POS,中国,湖北省,南京,117aade4c1263c3d,fbfde2604d8571b5,ECOM,,,30,,否,,419690,农业银行,收单行C,TERM367473,0,unknown
T000020242438,622202******5325,曹*博,4078**********4175,195****4138,142.26,CNY,M587455,京东商城,4111,消费,MOBILE,中国,河南省,北京,0db97f43811b2f0f,8c517f70e7a2899d,MANUAL,6.0,,0,,否,,812972,中信银行,收单行C,TERM655690,0,unknown
T000020242229,622202******4411,卫*海,5859**********3140,186****3227,139.22,CNY,M381433,携程旅行,5211,消费,ECOM,中国,上海市,北京,79ff20a54e73cdd2,c13c0229efc18821,CONTACTLESS,,,16,,否,,798770,工商银行,收单行A,TERM248022,0,unknown
T000020241862,622202******5046,秦*超,3387**********7908,184****3774,604.24,CNY,M572700,肯德基,4511,预授权,QR,中国,山东省,武汉,1d3dc55b13536547,d8235e30621d96dc,ECOM,,0.72,4,,否,,271166,招商银行,收单行C,TERM313256,0,unknown
T000020240864,622202******0820,严*阳,1138**********8361,192****1910,64.78,CNY,M869440,去哪儿,5311,消费,ECOM,中国,福建省,郑州,384f1640accf3639,0fcef50a2319cb88,CONTACTLESS,,2.2,3,,否,,115069,交通银行,收单行C,TERM116977,0,unknown
T000020243533,622202******9219,曹*东,3543**********9427,189****3384,238.73,CNY,M389688,中国石油,5211,转账,ECOM,中国,北京市,南京,9d222466a6ec57ac,8267d064c5667488,CHIP,,8.97,12,,否,,456079,中信银行,收单行C,TERM234325,0,unknown
T000020241827,622202******4140,姜*龙,5709**********8742,136****9185,1197.86,CNY,M682789,中国石油,5541,消费,POS,中国,浙江省,杭州,06687f3fe83c23c6,d07dfe69dff155f5,MAG,,,23,,否,,790974,浦发银行,收单行C,TERM574901,0,unknown
T000020241840,622202******5390,钱*阳,2772**********1928,192****3323,103.36,CNY,M993085,麦当劳,4111,消费,ECOM,中国,湖北省,杭州,8ac25b4be022b64e,eb6f45e2d39a3b83,CHIP,,0.31,19,,否,,548677,工商银行,收单行B,TERM281886,0,unknown
T000020242467,622202******2619,钱*阳,2961**********4297,198****0173,1007.01,CNY,M472060,麦当劳,4111,消费,ECOM,中国,湖北省,武汉,e078b0457b753b26,04409392164ccd4d,CHIP,,,27,,否,,269012,农业银行,银联,TERM430737,0,unknown
T000020242831,622202******6361,孔*兵,1802**********1818,137****8844,2826.29,CNY,M456871,京东商城,5691,消费,APP,中国,河南省,广州,93e2d1c2a435882e,7992691842b6856d,ECOM,12.0,,12,,否,,229988,招商银行,收单行A,TERM743519,0,unknown
T000020241403,622202******4018,许*民,5835**********5086,174****6087,66.15,CNY,M556641,天猫超市,4111,消费,APP,中国,浙江省,深圳,b54bd3a2179a16e7,d9d716c3b82bb4bd,ECOM,,2.33,26,,否,,164136,浦发银行,银联,TERM481351,0,unknown
T000020242760,622202******8113,陈*晨,5161**********2822,175****7734,37.03,CNY,M782054,肯德基,5311,消费,ECOM,中国,四川省,上海,7289a52506a70f47,b89a8d743a9b6af8,ECOM,3.0,,12,,否,,574888,工商银行,收单行C,TERM583198,0,unknown
T000020243598,622202******1119,沈*俊,1194**********2646,132****2567,114.91,CNY,M353080,华润万家,5541,取现,POS,中国,浙江省,武汉,f2898c989d7f8759,b53996397786f703,MAG,,3.17,4,,否,,100472,招商银行,收单行B,TERM886265,0,unknown
T000020240841,622202******1223,华*泽,2530**********9437,198****5045,752.89,CNY,M437960,京东商城,4511,消费,POS,中国,湖北省,南京,dfe76c0476f91892,7eb09b64fff45c24,ECOM,3.0,27.82,30,,否,,963359,工商银行,银联,TERM276718,0,unknown
T000020241559,622202******2585,郑*勇,5059**********9533,194****3251,145.18,CNY,M725113,星巴克,4511,消费,APP,中国,浙江省,成都,7795d4b603c92c92,46401fe96fe6a55d,CHIP,,,6,,否,,116401,招商银行,收单行B,TERM999790,0,unknown
T000020243280,622202******6829,朱*峰,2955**********9453,131****1349,213.14,CNY,M290672,优衣库,5541,消费,MOBILE,中国,广东省,北京,defeb0075ba49159,6d44cabcdbc684aa,MANUAL,3.0,4.28,8,,否,,949821,中信银行,收单行A,TERM380669,0,unknown
T000020241791,622202******6030,沈*超,5369**********7269,197****6449,165.86,CNY,M260422,华润万家,4111,消费,MOBILE,中国,四川省,上海,f558f2eef9667d58,c18ff23f7db5ee2f,ECOM,12.0,,6,,否,,286822,中国银行,收单行A,TERM493712,0,unknown
T000020241812,622202******9868,郑*博,3362**********4411,158****9682,117.11,CNY,M452737,华润万家,5814,消费,APP,中国,湖北省,杭州,e658650a466b8987,1f488b427ada2be3,MANUAL,3.0,5.33,6,,否,,809177,中信银行,收单行C,TERM303879,0,unknown
T000020241801,622202******5537,李*鹏,3205**********6003,192****8970,59.45,CNY,M472060,优衣库,5541,消费,APP,中国,江苏省,成都,9bb865bdc372dc0c,54e26da5428bd392,CHIP,3.0,1.27,17,,否,,399230,浦发银行,收单行A,TERM713911,0,unknown
T000020241562,622202******2787,吴*华,2887**********2748,184****5231,151.12,CNY,M725113,星巴克,5211,消费,POS,中国,北京市,成都,edb07cf6ac0d3921,51f222dc704db8b7,CHIP,,,20,,否,,452086,招商银行,收单行A,TERM301059,0,unknown
T000020243037,622202******9200,赵*飞,2724**********4503,171****8378,8.31,CNY,M641722,支付宝,5814,转账,POS,中国,北京市,成都,2f7b9d6355b1cbcc,33d6351cd99afdd8,CONTACTLESS,,,2,,否,,918864,招商银行,收单行C,TERM343586,0,unknown
T000020242586,622202******4041,李*民,1332**********3616,153****4186,278.44,CNY,M437960,京东商城,4111,转账,MOBILE,中国,湖北省,南京,2b1fd343d759bcb4,f01b3de64d1966c5,CHIP,,,5,,否,,410067,交通银行,收单行A,TERM687849,0,unknown
T000020242052,622202******8607,姜*杰,2517**********2306,135****8401,664.01,CNY,M612311,微信支付,5311,消费,MOBILE,中国,北京市,广州,c96407d8a110b02d,889d0f659423c9c7,ECOM,3.0,,29,,否,,773704,中信银行,收单行C,TERM466641,0,unknown
T000020242797,622202******8487,曹*兵,6187**********3436,195****8745,375.28,CNY,M869440,屈臣氏,5541,消费,QR,中国,福建省,南京,5652a647b16db63b,f6b349ce99d698a3,MAG,,14.07,19,,否,,990288,建设银行,收单行C,TERM840659,0,unknown
T000020241587,622202******8825,陈*健,2052**********7785,174****9624,124.19,CNY,M472060,微信支付,4511,消费,MOBILE,中国,浙江省,郑州,755cb7791cfbd902,4c883e511888def5,MANUAL,3.0,,11,,否,,281718,中信银行,收单行B,TERM860896,0,unknown
T000020242687,622202******4018,陶*泽,1652**********4301,131****8750,88.72,CNY,M290672,麦当劳,5691,消费,MOBILE,中国,北京市,广州,9b1ed13f3da96428,c49fc790735617fb,MANUAL,,1.04,22,,否,,127421,建设银行,银联,TERM181376,0,unknown
T000020242389,622202******5537,孔*勇,3397**********8728,156****6296,60.76,CNY,M664315,沃尔玛,5311,消费,POS,中国,广东省,杭州,0521e34521fd8faf,7d3f516f5e8bb20e,MANUAL,12.0,,26,,否,,381413,交通银行,银联,TERM635536,0,unknown
T000020241788,622202******5611,严*峰,6306**********5520,198****5129,149.88,CNY,M130094,中国石化,4511,预授权,MOBILE,中国,江苏省,青岛,939e58ff8f327749,44f655d127346877,ECOM,24.0,,20,,否,,430176,中国银行,收单行A,TERM375570,0,unknown
T000020241823,622202******6056,曹*辉,3851**********3374,189****2302,31.64,CNY,M611233,优衣库,5411,取现,MOBILE,中国,江苏省,郑州,c976ae9e31610d17,88140b2efbc09c3e,ECOM,,,27,,否,,879655,交通银行,收单行C,TERM376739,0,unknown
T000020241996,622202******6971,杨*国,1373**********1102,172****1047,159.53,CNY,M664315,滴滴出行,5691,消费,QR,中国,上海市,武汉,967b12c7155500c4,be92da3f9d704c05,MAG,12.0,,16,,否,,575930,农业银行,收单行C,TERM957260,0,unknown
T000020243153,622202******1152,李*海,2038**********2207,156****4176,740.48,CNY,M284692,饿了么,4511,转账,POS,中国,河南省,北京,e658650a466b8987,989d7279b0624da1,MANUAL,,,23,,否,,269331,农业银行,银联,TERM921273,0,unknown
T000020242178,622202******3222,李*凯,5193**********6842,153****4202,449.41,CNY,M886931,携程旅行,5411,消费,ECOM,中国,广东省,南京,7ed103a335ddbdba,ae833f98fc9a0dd9,ECOM,,,6,,否,,464030,建设银行,收单行A,TERM237323,0,unknown
T000020241130,622202******3705,周*华,4760**********5461,177****9978,157.07,CNY,M322423,微信支付,5691,消费,MOBILE,中国,湖北省,南京,01814a11668d86d9,42516357599ca17c,MANUAL,12.0,,18,,否,,421042,招商银行,银联,TERM620525,0,unknown
T000020242027,622202******3761,赵*林,1133**********4992,181****9139,577.57,CNY,M841666,天猫超市,5411,消费,POS,中国,福建省,武汉,2feb09e9c8d0f1e8,89052d0de3a8bb78,CHIP,,,2,,否,,969024,中国银行,收单行A,TERM434108,0,unknown
T000020242920,622202******2497,魏*辉,5844**********5552,176****5872,37.61,CNY,M290672,麦当劳,5691,消费,MOBILE,中国,上海市,青岛,9ab9752ca2391b5c,278766a9dc1db5ec,CONTACTLESS,,0.19,9,,否,,739461,农业银行,收单行B,TERM295306,0,unknown
